Date,O/N,1M,3M,6M
2026-06-26,2.75,2.75522,2.76054,2.76966
2026-06-25,2.75,2.75523,2.76076,2.76966
2026-06-24,2.75,2.75523,2.76076,2.76966
2026-06-23,2.75,2.75523,2.76076,2.76966
2026-06-22,2.75,2.75523,2.76076,2.76966
2026-06-19,2.75,2.75521,2.76075,2.76966
2026-06-18,2.76,2.75523,2.76074,2.76966
2026-06-16,2.76,2.75491,2.76063,2.76961
2026-06-15,2.75,2.75491,2.76041,2.7695
2026-06-12,2.75,2.75522,2.76041,2.7695
2026-06-11,2.75,2.75524,2.76041,2.7695
2026-06-10,2.75,2.75524,2.76041,2.7695
2026-06-09,2.75,2.75524,2.76041,2.7695
2026-06-08,2.75,2.75523,2.76041,2.7695
2026-06-05,2.76,2.75522,2.76041,2.7695
2026-06-04,2.76,2.75427,2.76009,2.76933
2026-06-03,2.75,2.75395,2.76009,2.76927
2026-05-29,2.75,2.75395,2.76009,2.76927
2026-05-28,2.75,2.7539,2.76014,2.76918
2026-05-26,2.75,2.7539,2.76004,2.76918
2026-05-25,2.75,2.7539,2.76015,2.76918
2026-05-22,2.75,2.7539,2.76015,2.76918
2026-05-21,2.75,2.7539,2.76016,2.76918
2026-05-20,2.75,2.7539,2.76016,2.76918
2026-05-19,2.75,2.7539,2.76015,2.76918
2026-05-18,2.75,2.7539,2.76015,2.76918
2026-05-15,2.76,2.7539,2.76015,2.76918
2026-05-14,2.75,2.7529,2.75981,2.76901
2026-05-13,2.75,2.7529,2.75981,2.76901
2026-05-12,2.75,2.7529,2.75981,2.76901
2026-05-11,2.75,2.7529,2.75981,2.76901
2026-05-08,2.75,2.7529,2.75981,2.76901
2026-05-07,2.75,2.7529,2.75981,2.76901
2026-05-06,2.75,2.7529,2.75981,2.76901
2026-05-05,2.75,2.7529,2.75981,2.76901
2026-05-04,2.75,2.7529,2.75981,2.76901
2026-04-30,2.75,2.7529,2.75981,2.76901
2026-04-29,2.75,2.75303,2.7599,2.76912
2026-04-28,2.75,2.75335,2.7599,2.76912
2026-04-27,2.75,2.75367,2.7599,2.76912
2026-04-24,2.75,2.75398,2.7599,2.76912
2026-04-23,2.75,2.754,2.75991,2.76912
2026-04-22,2.75,2.754,2.7599,2.76912
2026-04-21,2.75,2.75399,2.7599,2.76912
2026-04-20,2.75,2.75398,2.7599,2.76912
2026-04-17,2.75,2.75396,2.7599,2.76912
2026-04-16,2.75,2.75395,2.75991,2.76911
2026-04-15,2.75,2.75395,2.7599,2.76911
2026-04-14,2.75,2.75395,2.7599,2.76911
2026-04-13,2.75,2.75395,2.7599,2.76911
2026-04-10,2.75,2.75393,2.7599,2.76911
2026-04-09,2.75,2.75395,2.75991,2.76911
2026-04-08,2.75,2.75395,2.7599,2.76911
2026-04-07,2.75,2.75395,2.7599,2.76911
2026-04-06,2.75,2.75395,2.7599,2.76911
2026-04-03,2.75,2.75393,2.7599,2.76911
2026-04-02,2.75,2.75428,2.75991,2.76911
2026-04-01,2.75,2.75428,2.7599,2.76911
2026-03-31,2.75,2.7546,2.7599,2.76911
2026-03-30,2.75,2.75492,2.7599,2.76911
2026-03-27,2.76,2.75487,2.7599,2.76901
2026-03-26,2.75,2.75409,2.75957,2.76885
2026-03-25,2.75,2.75409,2.75957,2.76884
2026-03-24,2.75,2.75409,2.75957,2.76884
2026-03-19,2.75,2.75409,2.75956,2.76884
2026-03-18,2.75,2.75414,2.75958,2.76885
2026-03-17,2.75,2.75414,2.75958,2.76885
2026-03-16,2.75,2.75413,2.75958,2.76885
2026-03-13,2.75,2.75412,2.75958,2.76885
2026-03-12,2.75,2.75412,2.75958,2.76885
2026-03-11,2.75,2.75412,2.75958,2.76884
2026-03-10,2.75,2.75412,2.75958,2.76884
2026-03-09,2.75,2.75412,2.75958,2.76884
2026-03-06,2.75,2.75412,2.75958,2.7689
2026-03-05,2.75,2.75412,2.75958,2.76907
2026-03-04,2.76,2.75412,2.75958,2.76912
2026-03-03,2.75,2.75376,2.75947,2.76912
2026-03-02,2.75,2.75376,2.75947,2.76918
2026-02-27,2.76,2.75376,2.75947,2.76923
2026-02-26,2.75,2.75299,2.75934,2.76959
2026-02-25,2.75,2.75299,2.75934,2.76959
2026-02-24,2.75,2.75299,2.75934,2.76959
2026-02-23,2.75,2.75298,2.75934,2.76959
2026-02-20,2.75,2.75297,2.75934,2.76959
2026-02-19,2.75,2.75299,2.75934,2.76959
2026-02-16,2.75,2.75299,2.75934,2.76959
2026-02-13,2.75,2.75299,2.75935,2.7697
2026-02-12,2.75,2.75301,2.75935,2.76976
2026-02-11,2.75,2.75301,2.75935,2.76976
2026-02-10,2.75,2.75301,2.75935,2.76976
2026-02-09,2.75,2.753,2.75935,2.76976
2026-02-06,2.75,2.75299,2.75935,2.76976
2026-02-05,2.75,2.75301,2.75935,2.76981
2026-02-04,2.75,2.75301,2.75935,2.76981
2026-02-03,2.75,2.75301,2.75935,2.76981
2026-01-30,2.75,2.753,2.75935,2.76981
2026-01-29,2.75,2.75302,2.75936,2.76982
2026-01-28,2.75,2.75302,2.75936,2.76982
2026-01-27,2.75,2.75302,2.75936,2.76982
2026-01-26,2.75,2.75302,2.75936,2.76987
2026-01-23,2.75,2.753,2.75936,2.76993
2026-01-22,2.75,2.75302,2.75936,2.76998
2026-01-21,2.75,2.75302,2.75936,2.76998
2026-01-20,2.75,2.75302,2.75936,2.76998
2026-01-19,2.75,2.75301,2.75936,2.76998
2026-01-16,2.75,2.753,2.75935,2.76998
2026-01-15,2.75,2.75302,2.75935,2.76998
2026-01-14,2.75,2.75302,2.75935,2.77004
2026-01-13,2.75,2.75302,2.75935,2.77004
2026-01-12,2.75,2.75301,2.75935,2.77004
2026-01-09,2.75,2.753,2.75935,2.77004
2026-01-08,2.75,2.75302,2.75935,2.7702
2026-01-07,2.75,2.75302,2.75935,2.77158
2026-01-06,2.75,2.75302,2.75935,2.77301
2026-01-05,2.75,2.75301,2.75935,2.77439
2026-01-02,2.75,2.753,2.75935,2.77577
2025-12-31,2.75,2.75302,2.75935,2.7799
2025-12-30,2.75,2.75302,2.75935,2.78266
2025-12-29,2.75,2.75292,2.75925,2.78263
2025-12-26,2.75,2.75291,2.75925,2.78401
2025-12-24,2.75,2.75292,2.75925,2.78816
2025-12-23,2.75,2.75292,2.75925,2.79093
2025-12-22,2.75,2.75292,2.75925,2.79232
2025-12-19,2.75,2.75292,2.75925,2.7937
2025-12-18,2.75,2.75292,2.75925,2.79786
2025-12-17,2.75,2.75292,2.75925,2.79924
2025-12-16,2.75,2.75292,2.75925,2.80063
2025-12-15,2.75,2.75292,2.75925,2.80201
2025-12-12,2.75,2.75292,2.75925,2.8034
2025-12-11,2.75,2.75292,2.75923,2.80755
2025-12-10,2.75,2.75292,2.75923,2.80894
2025-12-09,2.75,2.75292,2.75923,2.81032
2025-12-08,2.75,2.75292,2.75934,2.81171
2025-12-05,2.75,2.75292,2.75945,2.81309
2025-12-04,2.75,2.75292,2.75979,2.81725
2025-12-03,2.75,2.75292,2.75989,2.81863
2025-12-02,2.75,2.75292,2.76,2.82002
2025-12-01,2.75,2.75292,2.76011,2.82141
2025-11-28,2.75,2.75292,2.76022,2.82279
2025-11-27,2.75,2.75303,2.76064,2.82811
2025-11-26,2.75,2.75303,2.76064,2.82949
2025-11-25,2.75,2.75303,2.76064,2.83087
2025-11-24,2.75,2.75302,2.76064,2.83225
2025-11-21,2.75,2.75301,2.76064,2.83362
2025-11-20,2.75,2.75303,2.76064,2.83776
2025-11-19,2.75,2.75303,2.76064,2.83914
2025-11-18,2.75,2.75302,2.76064,2.84052
2025-11-17,2.75,2.75301,2.76064,2.84189
2025-11-14,2.75,2.75299,2.76075,2.84327
2025-11-13,2.75,2.75301,2.76097,2.84752
2025-11-12,2.75,2.75301,2.76097,2.84889
2025-11-11,2.75,2.75301,2.76097,2.85033
2025-11-10,2.75,2.753,2.76097,2.85176
2025-11-07,2.75,2.75299,2.76097,2.85319
2025-11-06,2.75,2.75301,2.76107,2.85738
2025-11-05,2.75,2.75301,2.76107,2.85876
2025-11-04,2.75,2.75301,2.76107,2.86019
2025-11-03,2.75,2.753,2.76107,2.86157
2025-10-31,2.75,2.75299,2.76107,2.86294
2025-10-30,2.75,2.75301,2.76107,2.86708
2025-10-29,2.75,2.7529,2.76107,2.8675
2025-10-28,2.75,2.7529,2.76107,2.86889
2025-10-27,2.75,2.7529,2.76107,2.87027
2025-10-24,2.75,2.7529,2.76118,2.87166
2025-10-23,2.75,2.7529,2.7614,2.87582
2025-10-22,2.75,2.7529,2.7614,2.8772
2025-10-21,2.75,2.7529,2.7614,2.87859
2025-10-17,2.75,2.7529,2.7614,2.87997
2025-10-16,2.75,2.75292,2.76141,2.88552
2025-10-15,2.75,2.75292,2.76141,2.8869
2025-10-14,2.75,2.75292,2.76152,2.88835
2025-10-13,2.75,2.7529,2.76152,2.88973
2025-10-10,2.75,2.75288,2.76152,2.89112
2025-10-09,2.75,2.75287,2.76152,2.89527
2025-10-08,2.75,2.75321,2.76185,2.89666
2025-10-07,2.75,2.75354,2.76458,2.89805
2025-10-06,2.75,2.75388,2.76743,2.89943
2025-10-03,2.75,2.7542,2.77017,2.90082
2025-10-02,2.75,2.75519,2.77837,2.90497
2025-10-01,2.75,2.75553,2.78111,2.90636
2025-09-30,2.75,2.75586,2.78385,2.90775
2025-09-29,2.75,2.7565,2.78658,2.90986
2025-09-26,2.75,2.7568,2.78932,2.91123
2025-09-25,2.75,2.75682,2.79752,2.91537
2025-09-24,2.75,2.75682,2.80025,2.91675
2025-09-23,2.75,2.75682,2.80299,2.91812
2025-09-22,2.75,2.75682,2.80573,2.9195
2025-09-19,2.75,2.7568,2.80846,2.92088
2025-09-18,2.75,2.75682,2.81667,2.92502
2025-09-17,2.75,2.75682,2.81941,2.9264
2025-09-12,2.75,2.75715,2.82214,2.92777
2025-09-11,2.75,2.75784,2.83584,2.93467
2025-09-10,2.75,2.75784,2.83858,2.93605
2025-09-09,2.76,2.75784,2.84131,2.93743
2025-09-08,2.76,2.75751,2.84394,2.93875
2025-09-04,2.76,2.75717,2.84657,2.94008
2025-09-03,2.76,2.75624,2.85708,2.94543
2025-09-02,2.76,2.75592,2.85971,2.94675
2025-08-29,2.76,2.75559,2.86234,2.94813
2025-08-28,2.75,2.75432,2.87284,2.95254
2025-08-27,2.75,2.75432,2.87558,2.95344
2025-08-26,2.75,2.75465,2.87832,2.9549
2025-08-25,2.75,2.75496,2.88106,2.95635
2025-08-22,2.75,2.75527,2.88379,2.95781
2025-08-21,2.75,2.75529,2.892,2.96219
2025-08-20,2.75,2.75529,2.89474,2.96364
2025-08-19,2.75,2.75529,2.89748,2.9651
2025-08-18,2.75,2.75529,2.90021,2.96656
2025-08-15,2.76,2.75527,2.90295,2.96801
2025-08-14,2.75,2.75465,2.91094,2.97222
2025-08-13,2.75,2.75465,2.91379,2.97367
2025-08-12,2.75,2.75465,2.91652,2.97513
2025-08-11,2.75,2.75464,2.91937,2.97653
2025-08-08,2.75,2.75463,2.92222,2.97794
2025-08-07,2.76,2.7637,2.93064,2.98225
2025-08-06,2.75,2.77178,2.93327,2.98365
2025-08-05,2.75,2.77986,2.936,2.98511
2025-08-04,2.75,2.78794,2.93885,2.98657
2025-08-01,2.75,2.79601,2.94159,2.98802
2025-07-31,2.75,2.82028,2.9498,2.9924
2025-07-30,2.75,2.82836,2.95253,2.99385
2025-07-29,2.75,2.83076,2.95454,2.99526
2025-07-28,2.75,2.83911,2.9573,2.99666
2025-07-25,2.76,2.84745,2.96007,2.99805
2025-07-24,2.75,2.87149,2.96804,3.00209
2025-07-23,2.75,2.87984,2.97081,3.00349
2025-07-22,2.75,2.88819,2.97357,3.00489
2025-07-21,2.75,2.89655,2.97634,3.0063
2025-07-18,2.75,2.90489,2.97911,3.0077
2025-07-17,2.75,2.92995,2.98741,3.01191
2025-07-16,2.75,2.9383,2.99018,3.0133
2025-07-15,2.76,2.94666,2.99295,3.01471
2025-07-14,2.75,2.95468,2.99571,3.01605
2025-07-11,2.75,2.96302,2.99848,3.01745
2025-07-10,2.75,2.98808,3.00678,3.02166
2025-07-09,2.78,2.99644,3.00955,3.02306
2025-07-08,3.0,3.00379,3.01199,3.02429
2025-07-07,3.01,3.00379,3.01199,3.02429
2025-07-04,3.0,3.00345,3.01187,3.02424
2025-07-03,3.0,3.00345,3.01187,3.02424
2025-07-02,3.0,3.00345,3.01187,3.02424
2025-07-01,3.0,3.00345,3.01187,3.02424
2025-06-30,3.0,3.00345,3.01187,3.02424
2025-06-26,3.0,3.00353,3.01198,3.02435
2025-06-25,3.0,3.00358,3.01198,3.02435
2025-06-24,3.0,3.00358,3.01198,3.02435
2025-06-23,3.0,3.00357,3.01198,3.02435
2025-06-20,3.0,3.00356,3.01198,3.02435
2025-06-19,3.0,3.00358,3.01198,3.02435
2025-06-18,3.0,3.00358,3.01198,3.02435
2025-06-17,3.0,3.00358,3.01198,3.02435
2025-06-16,3.0,3.00357,3.01198,3.02435
2025-06-13,3.0,3.00356,3.01198,3.02441
2025-06-12,3.0,3.00423,3.01198,3.02441
2025-06-11,3.0,3.00455,3.01198,3.02441
2025-06-10,3.0,3.00487,3.01198,3.02441
2025-06-09,3.0,3.00517,3.01198,3.02441
2025-06-06,3.0,3.00547,3.01198,3.02441
2025-06-05,3.0,3.0055,3.01198,3.02441
2025-06-04,3.0,3.00582,3.01198,3.02441
2025-06-03,3.0,3.00582,3.01209,3.02441
2025-05-30,3.0,3.00581,3.01209,3.02441
2025-05-29,3.0,3.00578,3.01231,3.0243
2025-05-28,3.0,3.00578,3.0122,3.0243
2025-05-27,3.0,3.00578,3.01209,3.0243
2025-05-26,3.0,3.00578,3.0122,3.0243
2025-05-23,3.0,3.00578,3.01232,3.0243
2025-05-22,3.0,3.00578,3.01267,3.0243
2025-05-21,3.0,3.00578,3.01278,3.0243
2025-05-20,3.0,3.00578,3.01288,3.0243
2025-05-19,3.0,3.00578,3.013,3.0243
2025-05-16,3.0,3.00578,3.01311,3.0243
2025-05-15,3.01,3.00578,3.01346,3.0243
2025-05-14,3.01,3.00578,3.01345,3.02424
2025-05-13,3.0,3.00545,3.01345,3.02419
2025-05-09,3.01,3.00545,3.01356,3.02419
2025-05-08,3.0,3.00414,3.01324,3.02397
2025-05-07,3.0,3.00414,3.01335,3.02397
2025-05-06,3.0,3.00414,3.01345,3.02397
2025-05-05,3.01,3.00414,3.01357,3.02397
2025-05-02,3.0,3.0038,3.01357,3.02391
2025-04-30,3.0,3.00381,3.01392,3.02391
2025-04-29,3.0,3.00391,3.01422,3.02403
2025-04-28,3.0,3.00388,3.01422,3.02403
2025-04-25,3.0,3.00385,3.01422,3.02403
2025-04-24,3.0,3.00387,3.01422,3.02403
2025-04-23,3.0,3.00387,3.01422,3.02403
2025-04-22,3.0,3.00387,3.01422,3.02403
2025-04-21,3.0,3.00387,3.01422,3.02403
2025-04-18,3.0,3.00385,3.01422,3.02403
2025-04-17,3.0,3.00387,3.01422,3.02403
2025-04-16,3.0,3.00387,3.01422,3.02403
2025-04-15,3.01,3.00387,3.01422,3.02403
2025-04-14,3.0,3.00353,3.0141,3.02397
2025-04-11,3.0,3.00352,3.0141,3.02403
2025-04-10,3.0,3.00354,3.01411,3.02403
2025-04-09,3.0,3.00354,3.0141,3.02403
2025-04-08,3.0,3.00354,3.0141,3.02403
2025-04-07,3.0,3.00353,3.0141,3.02403
2025-04-04,3.0,3.00352,3.0141,3.02403
2025-04-03,3.0,3.00387,3.01411,3.02403
2025-04-02,3.0,3.00387,3.0141,3.02403
2025-03-28,3.0,3.00419,3.0141,3.02403
2025-03-27,3.0,3.00465,3.01413,3.02392
2025-03-26,3.0,3.00501,3.01412,3.02392
2025-03-25,3.0,3.00536,3.01412,3.02392
2025-03-24,3.0,3.00572,3.01412,3.02392
2025-03-21,3.0,3.00608,3.01412,3.02392
2025-03-20,3.0,3.00715,3.01412,3.02392
2025-03-19,3.0,3.00751,3.01412,3.02392
2025-03-17,3.0,3.00787,3.01412,3.02392
2025-03-14,3.0,3.00859,3.01412,3.02398
2025-03-13,3.0,3.00967,3.01424,3.02398
2025-03-12,3.0,3.01003,3.01423,3.02397
2025-03-11,3.0,3.01003,3.01423,3.02397
2025-03-10,3.0,3.01003,3.01423,3.02397
2025-03-07,3.0,3.01002,3.01423,3.02397
2025-03-06,3.0,3.01109,3.01424,3.02414
2025-03-05,3.0,3.01145,3.01423,3.02414
2025-03-04,3.01,3.01181,3.01423,3.02431
2025-03-03,3.0,3.01181,3.01412,3.02442
2025-02-28,3.01,3.01216,3.01412,3.02453
2025-02-27,3.01,3.01166,3.01397,3.02493
2025-02-26,3.01,3.01133,3.01386,3.02493
2025-02-25,3.01,3.01101,3.01375,3.02493
2025-02-24,3.01,3.01068,3.01364,3.02493
2025-02-21,3.01,3.01034,3.01353,3.02493
2025-02-20,3.01,3.00939,3.01321,3.02482
2025-02-19,3.01,3.00907,3.0131,3.02482
2025-02-18,3.01,3.00875,3.01299,3.02487
2025-02-17,3.01,3.00842,3.01288,3.02493
2025-02-14,3.01,3.00808,3.01277,3.02498
2025-02-13,3.01,3.00713,3.01244,3.02509
2025-02-12,3.0,3.00681,3.01233,3.02509
2025-02-10,3.0,3.00681,3.01233,3.02515
2025-02-07,3.01,3.00679,3.01233,3.02526
2025-02-06,3.01,3.00585,3.012,3.02526
2025-02-05,3.01,3.00552,3.01189,3.02526
2025-02-04,3.01,3.0052,3.01179,3.02526
2025-02-03,3.01,3.00487,3.01168,3.02526
2025-01-31,3.01,3.00453,3.01157,3.02526
2025-01-28,3.0,3.00357,3.01124,3.0252
2025-01-27,3.0,3.00359,3.01124,3.02521
2025-01-24,3.0,3.00357,3.01124,3.02521
2025-01-23,3.0,3.00359,3.01124,3.02521
2025-01-22,3.0,3.00359,3.01124,3.02521
2025-01-21,3.0,3.00359,3.01124,3.02521
2025-01-20,3.0,3.00358,3.01124,3.02521
2025-01-17,3.0,3.00357,3.01124,3.02521
2025-01-16,3.0,3.00359,3.01124,3.02521
2025-01-15,3.0,3.00391,3.01124,3.02521
2025-01-14,3.0,3.00391,3.01124,3.02521
2025-01-13,3.0,3.00391,3.01135,3.02521
2025-01-10,3.0,3.00389,3.01135,3.02521
2025-01-09,3.0,3.00391,3.01135,3.02526
2025-01-08,3.0,3.00391,3.01135,3.02526
2025-01-07,3.0,3.00391,3.01135,3.02532
2025-01-06,3.0,3.00391,3.01135,3.02537
2025-01-03,3.0,3.00389,3.01135,3.02542
2025-01-02,3.0,3.00391,3.01135,3.02554
2024-12-31,3.0,3.00391,3.01135,3.02554
2024-12-30,3.0,3.00391,3.01136,3.02559
2024-12-27,3.0,3.0038,3.01123,3.02548
2024-12-26,3.0,3.00381,3.01123,3.02565
2024-12-24,3.0,3.00381,3.01123,3.0257
2024-12-23,3.0,3.00381,3.01124,3.02571
2024-12-20,3.0,3.00381,3.01124,3.02571
2024-12-19,3.0,3.00381,3.01124,3.02571
2024-12-18,3.0,3.00381,3.01124,3.02571
2024-12-17,3.0,3.00381,3.01135,3.02571
2024-12-16,3.01,3.00381,3.01135,3.02571
2024-12-13,3.0,3.00347,3.01124,3.02565
2024-12-12,3.0,3.00348,3.01123,3.02581
2024-12-11,3.0,3.00348,3.01123,3.02598
2024-12-10,3.0,3.00348,3.01123,3.02609
2024-12-09,3.0,3.00348,3.01123,3.0262
2024-12-06,3.0,3.00347,3.01156,3.02631
2024-12-05,3.0,3.00348,3.01156,3.02659
2024-12-04,3.0,3.00348,3.01189,3.02665
2024-12-03,3.0,3.00348,3.01222,3.02665
2024-12-02,3.0,3.00348,3.01244,3.02665
2024-11-29,3.0,3.00347,3.01256,3.02664
2024-11-28,3.0,3.0036,3.01299,3.02674
2024-11-27,3.0,3.0036,3.01299,3.02674
2024-11-26,3.0,3.0036,3.0131,3.02674
2024-11-25,3.0,3.00359,3.01321,3.02674
2024-11-22,3.0,3.00357,3.01332,3.02674
2024-11-21,3.0,3.0036,3.01354,3.02674
2024-11-20,3.0,3.0036,3.01354,3.02674
2024-11-19,3.0,3.0036,3.01365,3.02674
2024-11-18,3.0,3.00359,3.01387,3.02674
2024-11-15,3.0,3.00357,3.01409,3.02674
2024-11-14,3.0,3.0036,3.01463,3.02674
2024-11-13,3.0,3.00392,3.01485,3.02674
2024-11-12,3.0,3.00392,3.01496,3.02674
2024-11-11,3.0,3.00391,3.01507,3.02674
2024-11-08,3.0,3.0039,3.01518,3.02674
2024-11-07,3.0,3.00392,3.01551,3.02674
2024-11-06,3.0,3.00392,3.01562,3.02674
2024-11-05,3.0,3.00392,3.01573,3.02674
2024-11-04,3.0,3.00391,3.01584,3.02674
2024-11-01,3.0,3.0039,3.01595,3.02674
2024-10-30,3.0,3.00392,3.01628,3.02674
2024-10-29,3.0,3.00381,3.01628,3.02664
2024-10-28,3.0,3.00381,3.01628,3.02664
2024-10-25,3.0,3.00381,3.01628,3.02664
2024-10-24,3.0,3.00381,3.01628,3.0267
2024-10-23,3.0,3.00381,3.01628,3.02675
2024-10-22,3.0,3.00381,3.01628,3.02681
2024-10-21,3.0,3.00381,3.01628,3.02697
2024-10-18,3.0,3.00381,3.01628,3.02708
2024-10-17,3.0,3.00415,3.01628,3.02742
2024-10-16,3.0,3.00415,3.01628,3.02753
2024-10-15,3.0,3.00415,3.01628,3.02758
2024-10-14,3.01,3.00414,3.01628,3.02769
2024-10-11,3.0,3.00379,3.01617,3.02775
2024-10-10,3.0,3.00379,3.01617,3.02803
2024-10-09,3.0,3.00379,3.01628,3.02808
2024-10-08,3.0,3.00479,3.01628,3.02813
2024-10-07,3.0,3.00479,3.01639,3.02813
2024-10-04,3.0,3.00478,3.0165,3.02813
2024-10-03,3.0,3.0068,3.01682,3.02813
2024-10-02,3.0,3.00746,3.01682,3.02813
2024-10-01,3.0,3.0078,3.01682,3.02819
2024-09-30,3.0,3.00813,3.01682,3.0283
2024-09-27,3.0,3.00873,3.01693,3.02861
2024-09-26,3.0,3.00908,3.01726,3.02894
2024-09-25,3.0,3.0094,3.01737,3.029
2024-09-24,3.0,3.00973,3.01737,3.02911
2024-09-23,3.0,3.01004,3.01737,3.02922
2024-09-20,3.0,3.01035,3.01737,3.02933
2024-09-19,3.0,3.0107,3.01737,3.02955
2024-09-18,3.01,3.01134,3.01737,3.02961
2024-09-17,3.0,3.01167,3.01726,3.02961
2024-09-13,3.0,3.0123,3.01726,3.02961
2024-09-12,3.0,3.01428,3.01759,3.02961
2024-09-11,3.0,3.0146,3.01791,3.02961
2024-09-10,3.0,3.01492,3.01813,3.02961
2024-09-09,3.03,3.01524,3.01835,3.02961
2024-09-06,3.0,3.01458,3.01824,3.02944
2024-09-05,3.03,3.01557,3.01879,3.02944
2024-09-04,3.03,3.01492,3.01857,3.02928
2024-09-03,3.02,3.01428,3.01824,3.02911
2024-09-02,3.01,3.01395,3.01802,3.029
2024-08-30,3.01,3.01393,3.01791,3.02895
2024-08-29,3.0,3.01331,3.01758,3.02869
2024-08-28,3.0,3.01331,3.01758,3.0286
2024-08-27,3.01,3.01331,3.01758,3.0286
2024-08-26,3.01,3.01298,3.01747,3.02854
2024-08-23,3.01,3.01264,3.01736,3.02849
2024-08-22,3.0,3.01169,3.01703,3.02832
2024-08-21,3.0,3.01169,3.01703,3.02832
2024-08-20,3.01,3.01169,3.01703,3.02832
2024-08-19,3.02,3.01136,3.01692,3.02832
2024-08-16,3.02,3.0107,3.0167,3.02826
2024-08-15,3.01,3.00878,3.01604,3.0281
2024-08-14,3.02,3.00846,3.01593,3.0281
2024-08-13,3.01,3.00781,3.01571,3.02804
2024-08-12,3.01,3.00748,3.0156,3.02804
2024-08-09,3.01,3.00714,3.01549,3.02804
2024-08-08,3.01,3.00652,3.01517,3.02804
2024-08-07,3.01,3.00652,3.01506,3.02804
2024-08-06,3.01,3.00651,3.01495,3.02804
2024-08-05,3.01,3.00649,3.01484,3.02798
2024-08-02,3.01,3.00647,3.01473,3.02793
2024-08-01,3.01,3.00585,3.0144,3.02776
2024-07-31,3.0,3.00552,3.01429,3.0277
2024-07-30,3.0,3.00585,3.01429,3.0277
2024-07-29,3.0,3.00579,3.0142,3.0277
2024-07-26,3.0,3.00612,3.0142,3.02776
2024-07-25,3.0,3.00713,3.0142,3.02792
2024-07-24,3.0,3.00713,3.01431,3.02798
2024-07-23,3.0,3.00713,3.01442,3.02803
2024-07-22,3.0,3.00713,3.01453,3.02809
2024-07-19,3.0,3.00712,3.01486,3.02815
2024-07-18,3.0,3.00713,3.01553,3.02831
2024-07-17,3.0,3.00713,3.01575,3.02837
2024-07-16,3.0,3.00713,3.01597,3.02842
2024-07-15,3.0,3.00712,3.01608,3.02848
2024-07-12,3.0,3.0071,3.0163,3.02854
2024-07-11,3.0,3.00911,3.01696,3.02854
2024-07-10,3.01,3.00978,3.01707,3.02854
2024-07-09,3.0,3.01011,3.01707,3.02848
2024-07-05,3.01,3.01078,3.01718,3.02848
2024-07-04,3.01,3.01147,3.01674,3.02826
2024-07-03,3.0,3.01114,3.01663,3.02821
2024-07-02,3.0,3.01114,3.01663,3.02821
2024-07-01,3.0,3.01113,3.01674,3.02821
2024-06-28,3.01,3.01111,3.01696,3.02821
2024-06-27,3.01,3.01003,3.01757,3.02813
2024-06-26,3.01,3.0097,3.01768,3.02807
2024-06-25,3.0,3.00938,3.01768,3.02802
2024-06-24,3.0,3.00937,3.0179,3.02802
2024-06-21,3.0,3.00935,3.01812,3.02802
