Date,O/N,1M,3M,6M
2026-02-18,1.24356,,,
2026-02-17,1.24524,,,
2026-02-16,1.2441,,,
2026-02-13,1.24295,,,
2026-02-12,1.24331,,,
2026-02-11,1.24138,,,
2026-02-10,1.24313,,,
2026-02-09,1.24519,,,
2026-02-06,1.24563,,,
2026-02-05,1.2451,,,
2026-02-04,1.24332,,,
2026-02-03,1.23906,,,
2026-02-02,1.24185,,,
2026-01-30,1.23364,,,
2026-01-29,1.24296,,,
2026-01-28,1.24332,,,
2026-01-27,1.24316,,,
2026-01-26,1.24414,,,
2026-01-23,1.2425,,,
2026-01-22,1.24397,,,
2026-01-21,1.24342,,,
2026-01-20,1.24174,,,
2026-01-19,1.24351,,,
2026-01-16,1.2422,,,
2026-01-15,1.24513,,,
2026-01-14,1.24459,,,
2026-01-13,1.24243,,,
2026-01-12,1.24384,,,
2026-01-09,1.24485,,,
2026-01-08,1.24415,,,
2026-01-07,1.24353,,,
2026-01-06,1.24268,,,
2026-01-05,1.23742,,,
2025-12-30,1.24603,,,
2025-12-29,1.23486,,,
2025-12-26,1.24299,,,
2025-12-25,1.24563,,,
2025-12-24,1.24593,,,
2025-12-23,1.24318,,,
2025-12-22,1.24224,,,
2025-12-19,1.24349,,,
2025-12-18,1.24235,,,
2025-12-17,1.24573,,,
2025-12-16,1.49404,,,
2025-12-15,1.49424,,,
2025-12-12,1.49188,,,
2025-12-11,1.49114,,,
2025-12-09,1.49475,,,
2025-12-08,1.49212,,,
2025-12-04,1.49434,,,
2025-12-03,1.4942,,,
2025-12-02,1.49323,,,
2025-12-01,1.4954,,,
2025-11-28,1.49128,,,
2025-11-27,1.49447,,,
2025-11-26,1.49491,,,
2025-11-25,1.495,,,
2025-11-24,1.49471,,,
2025-11-21,1.49451,,,
2025-11-20,1.4942,,,
2025-11-19,1.49453,,,
2025-11-18,1.4912,,,
2025-11-17,1.49283,,,
2025-11-14,1.49575,,,
2025-11-13,1.49402,,,
2025-11-12,1.49465,,,
2025-11-11,1.48962,,,
2025-11-10,1.49325,,,
2025-11-07,1.49191,,,
2025-11-06,1.49515,,,
2025-11-05,1.49368,,,
2025-11-04,1.4954,,,
2025-11-03,1.49553,,,
2025-10-31,1.48933,,,
2025-10-30,1.48963,,,
2025-10-29,1.4951,,,
2025-10-28,1.49448,,,
2025-10-27,1.49376,,,
2025-10-24,1.49606,,,
2025-10-22,1.49091,,,
2025-10-21,1.49367,,,
2025-10-20,1.49433,,,
2025-10-17,1.49553,,,
2025-10-16,1.49292,,,
2025-10-15,1.49115,,,
2025-10-14,1.4968,,,
2025-10-10,1.49233,,,
2025-10-09,1.49144,,,
2025-10-08,1.49537,,,
2025-10-07,1.4953,,,
2025-10-06,1.49104,,,
2025-10-03,1.49453,,,
2025-10-02,1.49472,,,
2025-10-01,1.49606,,,
2025-09-30,1.4944,,,
2025-09-29,1.49703,,,
2025-09-26,1.49523,,,
2025-09-25,1.49829,,,
2025-09-24,1.4975,,,
2025-09-23,1.49799,,,
2025-09-22,1.49762,,,
2025-09-19,1.49825,,,
2025-09-18,1.49788,,,
2025-09-17,1.49779,,,
2025-09-16,1.49653,,,
2025-09-15,1.49582,,,
2025-09-12,1.49621,,,
2025-09-11,1.49581,,,
2025-09-10,1.49622,,,
2025-09-09,1.49529,,,
2025-09-08,1.49543,,,
2025-09-05,1.49485,,,
2025-09-04,1.49322,,,
2025-09-03,1.4937,,,
2025-09-02,1.49498,,,
2025-09-01,1.49201,,,
2025-08-29,1.488,,,
2025-08-28,1.49429,,,
2025-08-27,1.49618,,,
2025-08-26,1.49583,,,
2025-08-25,1.49539,,,
2025-08-22,1.49546,,,
2025-08-21,1.49434,,,
2025-08-20,1.49548,,,
2025-08-19,1.49581,,,
2025-08-18,1.49541,,,
2025-08-15,1.49636,,,
2025-08-14,1.49615,,,
2025-08-13,1.49605,,,
2025-08-08,1.74679,,,
2025-08-07,1.7455,,,
2025-08-06,1.74541,,,
2025-08-05,1.74515,,,
2025-08-04,1.74463,,,
2025-08-01,1.74154,,,
2025-07-31,1.74052,,,
2025-07-30,1.74251,,,
2025-07-29,1.74236,,,
2025-07-25,1.74543,,,
2025-07-24,1.74603,,,
2025-07-23,1.74053,,,
2025-07-22,1.74619,,,
2025-07-21,1.74538,,,
2025-07-18,1.74601,,,
2025-07-17,1.74553,,,
2025-07-16,1.74595,,,
2025-07-15,1.74505,,,
2025-07-14,1.74645,,,
2025-07-11,1.74553,,,
2025-07-09,1.74525,,,
2025-07-08,1.74506,,,
2025-07-07,1.74227,,,
2025-07-04,1.7399,,,
2025-07-03,1.74588,,,
2025-07-02,1.74555,,,
2025-07-01,1.74452,,,
2025-06-30,1.73863,,,
2025-06-27,1.74286,,,
2025-06-26,1.74474,,,
2025-06-25,1.74469,,,
2025-06-24,1.7463,,,
2025-06-23,1.74464,,,
2025-06-20,1.74328,,,
2025-06-19,1.74581,,,
2025-06-18,1.74644,,,
2025-06-17,1.74535,,,
2025-06-16,1.74191,,,
2025-06-13,1.74557,,,
2025-06-12,1.74449,,,
2025-06-11,1.74642,,,
2025-06-10,1.7428,,,
2025-06-09,1.74655,,,
2025-06-06,1.74664,,,
2025-06-05,1.74431,,,
2025-06-04,1.74566,,,
2025-05-30,1.73851,,,
2025-05-29,1.74507,,,
2025-05-28,1.74574,,,
2025-05-27,1.74614,,,
2025-05-26,1.74443,,,
2025-05-23,1.74439,,,
2025-05-22,1.74548,,,
2025-05-21,1.74565,,,
2025-05-20,1.74615,,,
2025-05-19,1.74558,,,
2025-05-16,1.74555,,,
2025-05-15,1.74345,,,
2025-05-14,1.74607,,,
2025-05-13,1.7458,,,
2025-05-09,1.74115,,,
2025-05-08,1.74692,,,
2025-05-07,1.74504,,,
2025-05-06,1.7404,,,
2025-05-02,1.74647,,,
2025-04-30,1.74104,,,
2025-04-29,1.99188,,,
2025-04-28,1.99466,,,
2025-04-25,1.99219,,,
2025-04-24,1.99398,,,
2025-04-23,1.99005,,,
2025-04-22,1.99405,,,
2025-04-21,1.99374,,,
2025-04-18,1.99526,,,
2025-04-17,1.99441,,,
2025-04-16,1.99533,,,
2025-04-11,1.99299,,,
2025-04-10,1.99233,,,
2025-04-09,1.99305,,,
2025-04-08,1.99547,,,
2025-04-04,1.98835,,,
2025-04-03,1.9882,,,
2025-04-02,1.98841,,,
2025-04-01,1.98941,,,
2025-03-31,1.98786,,,
2025-03-28,1.99492,,,
2025-03-27,1.99492,,,
2025-03-26,1.99594,,,
2025-03-25,1.9922,,,
2025-03-24,1.99253,,,
2025-03-21,1.99554,,,
2025-03-20,1.99553,,,
2025-03-19,1.99474,,,
2025-03-18,1.99503,,,
2025-03-17,1.99291,,,
2025-03-14,1.99665,,,
2025-03-13,1.99323,,,
2025-03-12,1.99579,,,
2025-03-11,1.9958,,,
2025-03-10,1.99265,,,
2025-03-07,1.99599,,,
2025-03-06,1.99651,,,
2025-03-05,1.99633,,,
2025-03-04,1.99561,,,
2025-03-03,1.99588,,,
2025-02-28,1.99056,,,
2025-02-27,1.99489,,,
2025-02-26,1.99343,,,
2025-02-25,2.24595,,,
2025-02-24,2.24525,,,
2025-02-21,2.24597,,,
2025-02-20,2.24537,,,
2025-02-19,2.2449,,,
2025-02-18,2.24525,,,
2025-02-17,2.2437,,,
2025-02-14,2.24556,,,
2025-02-13,2.24508,,,
2025-02-11,2.24305,,,
2025-02-10,2.24575,,,
2025-02-07,2.24505,,,
2025-02-06,2.24559,,,
2025-02-05,2.24394,,,
2025-02-04,2.24489,,,
2025-02-03,2.24444,,,
2025-01-31,2.23705,,,
2025-01-30,2.24475,,,
2025-01-29,2.24283,,,
2025-01-28,2.24532,,,
2025-01-27,2.24578,,,
2025-01-24,2.24382,,,
2025-01-23,2.24265,,,
2025-01-22,2.24508,,,
2025-01-21,2.24586,,,
2025-01-20,2.24521,,,
2025-01-17,2.24565,,,
2025-01-16,2.24587,,,
2025-01-15,2.24609,,,
2025-01-14,2.24565,,,
2025-01-13,2.24586,,,
2025-01-10,2.24502,,,
2025-01-09,2.24542,,,
2025-01-08,2.2458,,,
2025-01-07,2.24298,,,
2025-01-06,2.24219,,,
2025-01-03,2.24131,,,
2025-01-02,2.242,,,
2024-12-30,2.2448,,,
2024-12-27,2.2423,,,
2024-12-26,2.24462,,,
2024-12-25,2.24482,,,
2024-12-24,2.24327,,,
2024-12-23,2.24361,,,
2024-12-20,2.24552,,,
2024-12-19,2.24612,,,
2024-12-18,2.24568,,,
2024-12-17,2.24309,,,
2024-12-16,2.24279,,,
2024-12-13,2.24505,,,
2024-12-12,2.24133,,,
2024-12-11,2.24414,,,
2024-12-09,2.24565,,,
2024-12-06,2.24254,,,
2024-12-04,2.24522,,,
2024-12-03,2.24491,,,
2024-12-02,2.24594,,,
2024-11-29,2.24071,,,
2024-11-28,2.24673,,,
2024-11-27,2.24509,,,
2024-11-26,2.24523,,,
2024-11-25,2.24332,,,
2024-11-22,2.24506,,,
2024-11-21,2.24624,,,
2024-11-20,2.24587,,,
2024-11-19,2.24609,,,
2024-11-18,2.24591,,,
2024-11-15,2.2447,,,
2024-11-14,2.24582,,,
2024-11-13,2.24645,,,
2024-11-12,2.24563,,,
2024-11-11,2.24366,,,
2024-11-08,2.24576,,,
2024-11-07,2.2441,,,
2024-11-06,2.24624,,,
2024-11-05,2.24613,,,
2024-11-04,2.24621,,,
2024-11-01,2.24506,,,
2024-10-31,2.23834,,,
2024-10-30,2.24605,,,
2024-10-29,2.24466,,,
2024-10-28,2.245,,,
2024-10-25,2.24484,,,
2024-10-24,2.24579,,,
2024-10-22,2.24383,,,
2024-10-21,2.24489,,,
2024-10-18,2.24521,,,
2024-10-17,2.24617,,,
2024-10-16,2.24582,,,
2024-10-15,2.49532,,,
2024-10-11,2.49168,,,
2024-10-10,2.49597,,,
2024-10-09,2.4925,,,
2024-10-08,2.49622,,,
2024-10-07,2.49447,,,
2024-10-04,2.49402,,,
2024-10-03,2.4972,,,
2024-10-02,2.49516,,,
2024-10-01,2.49487,,,
2024-09-30,2.47963,,,
2024-09-27,2.48995,,,
2024-09-26,2.49259,,,
2024-09-25,2.49269,,,
2024-09-24,2.49225,,,
2024-09-23,2.49168,,,
2024-09-20,2.49489,,,
2024-09-19,2.49487,,,
2024-09-18,2.49384,,,
2024-09-17,2.49062,,,
2024-09-16,2.49393,,,
2024-09-13,2.48737,,,
2024-09-12,2.49515,,,
2024-09-11,2.48966,,,
2024-09-10,2.49414,,,
2024-09-09,2.49225,,,
2024-09-06,2.49061,,,
2024-09-05,2.48441,,,
2024-09-04,2.49415,,,
2024-09-03,2.48377,,,
2024-09-02,2.48592,,,
2024-08-30,2.47714,,,
2024-08-29,2.48999,,,
2024-08-28,2.49293,,,
2024-08-27,2.49136,,,
2024-08-26,2.49224,,,
2024-08-23,2.49131,,,
2024-08-22,2.49403,,,
2024-08-21,2.49485,,,
2024-08-20,2.49367,,,
2024-08-19,2.49455,,,
2024-08-16,2.49067,,,
2024-08-15,2.49338,,,
2024-08-14,2.49227,,,
2024-08-13,2.49186,,,
2024-08-09,2.49153,,,
2024-08-08,2.4943,,,
2024-08-07,2.49287,,,
2024-08-06,2.48902,,,
2024-08-05,2.48862,,,
2024-08-02,2.48963,,,
2024-08-01,2.49039,,,
2024-07-31,2.48346,,,
2024-07-30,2.48909,,,
2024-07-26,2.48995,,,
2024-07-25,2.49399,,,
2024-07-24,2.4925,,,
2024-07-23,2.49154,,,
2024-07-19,2.48869,,,
2024-07-18,2.49283,,,
2024-07-17,2.49369,,,
2024-07-16,2.49503,,,
2024-07-15,2.49272,,,
2024-07-12,2.49225,,,
2024-07-11,2.49484,,,
2024-07-10,2.49363,,,
2024-07-09,2.49249,,,
2024-07-08,2.49293,,,
2024-07-05,2.49201,,,
2024-07-04,2.49392,,,
2024-07-03,2.49324,,,
2024-07-02,2.49481,,,
2024-07-01,2.48716,,,
2024-06-28,2.48347,,,
2024-06-27,2.49454,,,
2024-06-26,2.48992,,,
2024-06-25,2.49299,,,
2024-06-24,2.49277,,,
2024-06-21,2.49303,,,
2024-06-20,2.49359,,,
2024-06-19,2.49442,,,
2024-06-18,2.49448,,,
2024-06-17,2.49403,,,
2024-06-14,2.49342,,,
2024-06-13,2.4927,,,
2024-06-12,2.49162,,,
2024-06-11,2.49237,,,
2024-06-10,2.49396,,,
2024-06-07,2.49231,,,
2024-06-06,2.49237,,,
2024-06-05,2.49227,,,
2024-06-04,2.49216,,,
2024-05-31,2.48396,,,
2024-05-30,2.49128,,,
2024-05-29,2.49233,,,
2024-05-28,2.49469,,,
2024-05-27,2.49006,,,
2024-05-24,2.49193,,,
2024-05-23,2.49308,,,
2024-05-21,2.49465,,,
2024-05-20,2.49134,,,
2024-05-17,2.49329,,,
2024-05-16,2.49418,,,
2024-05-15,2.49355,,,
2024-05-14,2.49476,,,
2024-05-13,2.48901,,,
2024-05-10,2.4929,,,
2024-05-09,2.49404,,,
2024-05-08,2.49275,,,
2024-05-07,2.48794,,,
2024-05-03,2.4908,,,
2024-05-02,2.49179,,,
2024-04-30,2.48556,,,
2024-04-29,2.49181,,,
2024-04-26,2.49218,,,
2024-04-25,2.49192,,,
2024-04-24,2.49177,,,
2024-04-23,2.49434,,,
2024-04-22,2.49298,,,
2024-04-19,2.49368,,,
2024-04-18,2.49565,,,
2024-04-17,2.48986,,,
2024-04-11,2.49343,,,
2024-04-10,2.49437,,,
2024-04-09,2.49437,,,
2024-04-05,2.49412,,,
2024-04-04,2.4938,,,
2024-04-03,2.49425,,,
2024-04-02,2.49225,,,
2024-04-01,2.48905,,,
2024-03-29,2.49111,,,
2024-03-28,2.49574,,,
2024-03-27,2.49238,,,
2024-03-26,2.4929,,,
2024-03-25,2.49355,,,
2024-03-22,2.49432,,,
2024-03-21,2.49297,,,
2024-03-20,2.49525,,,
2024-03-19,2.49379,,,
2024-03-18,2.49343,,,
2024-03-15,2.49426,,,
2024-03-14,2.49353,,,
2024-03-13,2.49438,,,
2024-03-12,2.49583,,,
2024-03-11,2.49092,,,
2024-03-08,2.49457,,,
2024-03-07,2.49459,,,
2024-03-06,2.49276,,,
2024-03-05,2.49282,,,
2024-03-04,2.49469,,,
2024-03-01,2.4934,,,
2024-02-29,2.48919,,,
2024-02-28,2.49445,,,
2024-02-27,2.49277,,,
2024-02-23,2.4946,,,
2024-02-22,2.49456,,,
2024-02-21,2.49544,,,
2024-02-20,2.49066,,,
2024-02-19,2.4934,,,
2024-02-16,2.4945,,,
2024-02-15,2.49341,,,
2024-02-14,2.49443,,,
2024-02-13,2.49298,,,
2024-02-12,2.49382,,,
2024-02-09,2.4955,,,
2024-02-08,2.49403,,,
2024-02-07,2.49575,,,
2024-02-06,2.49117,,,
2024-02-05,2.49008,,,
2024-02-02,2.49437,,,
2024-02-01,2.49327,,,
2024-01-31,2.48308,,,
2024-01-30,2.48965,,,
2024-01-29,2.49406,,,
2024-01-26,2.49299,,,
2024-01-25,2.49452,,,
2024-01-24,2.49481,,,
2024-01-23,2.4935,,,
2024-01-22,2.49396,,,
2024-01-19,2.49389,,,
2024-01-18,2.49342,,,
2024-01-17,2.49448,,,
2024-01-16,2.49435,,,
2024-01-15,2.49297,,,
2024-01-12,2.49393,,,
2024-01-11,2.49399,,,
2024-01-10,2.49433,,,
2024-01-09,2.49187,,,
2024-01-08,2.49177,,,
2024-01-05,2.49218,,,
2024-01-04,2.49183,,,
2024-01-03,2.49004,,,
2024-01-02,2.49023,,,
2023-12-28,2.49544,,,
2023-12-27,2.49216,,,
2023-12-26,2.48619,,,
2023-12-25,2.49003,,,
2023-12-22,2.49398,,,
2023-12-21,2.49068,,,
2023-12-20,2.49391,,,
2023-12-19,2.4941,,,
2023-12-18,2.49269,,,
2023-12-15,2.49312,,,
2023-12-14,2.49174,,,
2023-12-13,2.49297,,,
2023-12-12,2.49092,,,
2023-12-08,2.49459,,,
2023-12-07,2.49345,,,
2023-12-06,2.49341,,,
2023-12-04,2.49286,,,
2023-12-01,2.48884,,,
2023-11-30,2.48263,,,
2023-11-29,2.4949,,,
2023-11-28,2.49418,,,
2023-11-27,2.49414,,,
2023-11-24,2.49245,,,
2023-11-23,2.49363,,,
2023-11-22,2.49421,,,
2023-11-21,2.49476,,,
2023-11-20,2.4925,,,
2023-11-17,2.49247,,,
2023-11-16,2.49343,,,
2023-11-15,2.4939,,,
2023-11-14,2.49032,,,
2023-11-13,2.4925,,,
2023-11-10,2.49014,,,
2023-11-09,2.49465,,,
2023-11-08,2.49442,,,
2023-11-07,2.49345,,,
2023-11-06,2.49163,,,
2023-11-03,2.49307,,,
2023-11-02,2.49216,,,
2023-11-01,2.49109,,,
2023-10-31,2.48078,,,
2023-10-30,2.49016,,,
2023-10-27,2.49288,,,
2023-10-26,2.48662,,,
2023-10-25,2.49309,,,
2023-10-24,2.49442,,,
2023-10-20,2.49213,,,
2023-10-19,2.49427,,,
2023-10-18,2.49443,,,
2023-10-17,2.49456,,,
2023-10-16,2.4876,,,
2023-10-12,2.48839,,,
2023-10-11,2.4931,,,
2023-10-10,2.49326,,,
2023-10-09,2.49362,,,
2023-10-06,2.49298,,,
2023-10-05,2.49286,,,
2023-10-04,2.4937,,,
2023-10-03,2.48275,,,
2023-10-02,2.48857,,,
2023-09-29,2.4884,,,
2023-09-28,2.48678,,,
2023-09-27,2.49288,,,
2023-09-26,2.24209,,,
2023-09-25,2.24513,,,
2023-09-22,2.24326,,,
2023-09-21,2.24149,,,
2023-09-20,2.24279,,,
2023-09-19,2.24148,,,
2023-09-18,2.24191,,,
2023-09-15,2.24019,,,
2023-09-14,2.24256,,,
2023-09-13,2.24318,,,
2023-09-12,2.24289,,,
2023-09-11,2.24409,,,
2023-09-08,2.24429,,,
2023-09-07,2.24276,,,
2023-09-06,2.24185,,,
2023-09-05,2.24134,,,
2023-09-04,2.24311,,,
2023-09-01,2.24188,,,
2023-08-31,2.23373,,,
2023-08-30,2.24217,,,
2023-08-29,2.24255,,,
2023-08-28,2.2417,,,
2023-08-25,2.24179,,,
2023-08-24,2.24362,,,
2023-08-23,2.24273,,,
2023-08-22,2.24431,,,
2023-08-21,2.24369,,,
2023-08-18,2.24411,,,
2023-08-17,2.24419,,,
2023-08-16,2.24094,,,
2023-08-15,2.24168,,,
2023-08-11,2.24301,,,
2023-08-10,2.24241,,,
2023-08-09,2.24361,,,
2023-08-08,2.24125,,,
2023-08-07,2.24051,,,
2023-08-04,2.24293,,,
2023-08-03,2.2428,,,
2023-08-02,2.2411,,,
2023-07-31,1.98645,,,
2023-07-27,1.99186,,,
2023-07-26,1.99316,,,
2023-07-25,1.99068,,,
2023-07-24,1.98895,,,
2023-07-21,1.9922,,,
2023-07-20,1.99403,,,
2023-07-19,1.99263,,,
2023-07-18,1.9922,,,
2023-07-17,1.99228,,,
2023-07-14,1.99392,,,
2023-07-13,1.9941,,,
2023-07-12,1.99511,,,
2023-07-11,1.99238,,,
2023-07-10,1.99335,,,
2023-07-07,1.99318,,,
2023-07-06,1.99268,,,
2023-07-05,1.99356,,,
2023-07-04,1.99422,,,
2023-07-03,1.99074,,,
2023-06-30,1.98698,,,
2023-06-29,1.99438,,,
2023-06-28,1.99408,,,
2023-06-27,1.9937,,,
2023-06-26,1.98657,,,
2023-06-23,1.99198,,,
2023-06-22,1.99511,,,
2023-06-21,1.99228,,,
2023-06-20,1.99279,,,
2023-06-19,1.99388,,,
2023-06-16,1.99346,,,
2023-06-15,1.99202,,,
2023-06-14,1.99495,,,
2023-06-13,1.99102,,,
2023-06-12,1.99564,,,
2023-06-09,1.99396,,,
2023-06-08,1.99336,,,
2023-06-07,1.99182,,,
2023-06-06,1.99293,,,
2023-06-02,1.99295,,,
2023-06-01,1.99198,,,
2023-05-31,1.98867,,,
2023-05-30,1.74242,,,
2023-05-29,1.7429,,,
2023-05-26,1.74303,,,
2023-05-25,1.7437,,,
2023-05-24,1.73789,,,
2023-05-23,1.74172,,,
2023-05-22,1.74518,,,
2023-05-19,1.74199,,,
2023-05-18,1.74433,,,
2023-05-17,1.74325,,,
2023-05-16,1.74266,,,
2023-05-15,1.7398,,,
2023-05-12,1.73977,,,
2023-05-11,1.74372,,,
2023-05-10,1.74348,,,
2023-05-09,1.74226,,,
2023-05-08,1.74179,,,
2023-05-03,1.73961,,,
2023-05-02,1.73244,,,
2023-04-28,1.72985,,,
2023-04-27,1.74391,,,
2023-04-26,1.74517,,,
2023-04-25,1.74428,,,
2023-04-24,1.74403,,,
2023-04-21,1.74399,,,
2023-04-20,1.74443,,,
2023-04-19,1.74366,,,
2023-04-18,1.74082,,,
2023-04-17,1.74194,,,
2023-04-12,1.74014,,,
2023-04-11,1.7433,,,
2023-04-10,1.74265,,,
2023-04-07,1.73982,,,
2023-04-05,1.7442,,,
2023-04-04,1.74412,,,
2023-04-03,1.74115,,,
2023-03-31,1.74003,,,
2023-03-30,1.74457,,,
2023-03-29,1.74407,,,
2023-03-28,1.49279,,,
2023-03-27,1.49473,,,
2023-03-24,1.4935,,,
2023-03-23,1.4919,,,
2023-03-22,1.49306,,,
2023-03-21,1.49428,,,
2023-03-20,1.49245,,,
2023-03-17,1.49161,,,
2023-03-16,1.49252,,,
2023-03-15,1.49586,,,
2023-03-14,1.49333,,,
2023-03-13,1.49377,,,
2023-03-10,1.49327,,,
2023-03-09,1.49454,,,
2023-03-08,1.49262,,,
2023-03-07,1.4897,,,
2023-03-03,1.49197,,,
2023-03-02,1.49294,,,
2023-03-01,1.49413,,,
2023-02-28,1.49104,,,
2023-02-27,1.49384,,,
2023-02-24,1.49374,,,
2023-02-23,1.49186,,,
2023-02-22,1.49265,,,
2023-02-21,1.49076,,,
2023-02-20,1.49421,,,
2023-02-17,1.49246,,,
2023-02-16,1.49228,,,
2023-02-15,1.49163,,,
2023-02-14,1.49251,,,
2023-02-13,1.49268,,,
2023-02-10,1.49358,,,
2023-02-09,1.49338,,,
2023-02-08,1.49413,,,
2023-02-07,1.49105,,,
2023-02-06,1.49161,,,
2023-02-03,1.49262,,,
2023-02-02,1.49243,,,
2023-02-01,1.49273,,,
2023-01-31,1.48782,,,
2023-01-30,1.49054,,,
2023-01-27,1.49063,,,
2023-01-26,1.49391,,,
2023-01-25,1.49392,,,
2023-01-24,1.24165,,,
2023-01-23,1.24363,,,
2023-01-20,1.24449,,,
2023-01-19,1.24463,,,
2023-01-18,1.24286,,,
2023-01-17,1.243,,,
2023-01-16,1.2436,,,
2023-01-13,1.24363,,,
2023-01-12,1.24287,,,
2023-01-11,1.24198,,,
2023-01-10,1.2424,,,
2023-01-09,1.24265,,,
2023-01-06,1.24281,,,
2023-01-05,1.24236,,,
2023-01-04,1.24293,,,
2023-01-03,1.24118,,,
2022-12-30,1.24507,,,
2022-12-29,1.2421,,,
2022-12-28,1.24241,,,
2022-12-27,1.24241,,,
2022-12-26,1.24051,,,
2022-12-23,1.24311,,,
2022-12-22,1.24302,,,
2022-12-21,1.24507,,,
2022-12-20,1.24408,,,
2022-12-19,1.24161,,,
2022-12-16,1.24149,,,
2022-12-15,1.24024,,,
2022-12-14,1.24169,,,
2022-12-13,1.23762,,,
2022-12-09,1.24387,,,
2022-12-08,1.24345,,,
2022-12-07,1.24048,,,
2022-12-06,1.24271,,,
2022-12-02,1.2432,,,
2022-12-01,1.2415,,,
2022-11-30,1.23791,,,
2022-11-29,0.99246,,,
2022-11-28,0.99301,,,
2022-11-25,0.99158,,,
2022-11-24,0.99179,,,
2022-11-23,0.99372,,,
2022-11-22,0.9938,,,
2022-11-21,0.98964,,,
2022-11-18,0.98901,,,
2022-11-17,0.99029,,,
2022-11-16,0.99216,,,
2022-11-15,0.98694,,,
2022-11-14,0.98845,,,
2022-11-11,0.99294,,,
2022-11-10,0.99038,,,
2022-11-09,0.99378,,,
2022-11-08,0.99191,,,
2022-11-07,0.9918,,,
2022-11-04,0.99091,,,
2022-11-03,0.99308,,,
2022-11-02,0.99293,,,
2022-11-01,0.98936,,,
2022-10-31,0.98367,,,
2022-10-28,0.98607,,,
2022-10-27,0.99142,,,
2022-10-26,0.98944,,,
2022-10-25,0.99075,,,
2022-10-21,0.99028,,,
2022-10-20,0.99026,,,
2022-10-19,0.99186,,,
2022-10-18,0.98843,,,
