Date,3Y,5Y,7Y,10Y,20Y
2026-02-12,3.04,3.28,3.45,3.55,
2026-02-11,3.03,3.29,3.45,3.55,
2026-02-10,3.03,3.28,3.45,3.56,
2026-02-09,3.03,3.28,3.46,3.57,
2026-02-06,3.01,3.28,3.45,3.56,
2026-02-05,3.01,3.29,3.43,3.57,
2026-02-04,3.01,3.28,3.43,3.54,
2026-02-03,3.01,3.26,3.43,3.54,
2026-02-02,3.0,3.27,3.43,3.5,
2026-01-30,3.0,3.27,3.43,3.5,
2026-01-29,3.01,3.27,3.43,3.5,
2026-01-28,3.02,3.25,3.42,3.49,
2026-01-27,2.99,3.26,3.43,3.49,
2026-01-26,2.98,3.26,3.44,3.5,
2026-01-23,2.99,3.28,3.45,3.53,
2026-01-22,3.01,3.28,3.47,3.52,
2026-01-21,3.05,3.32,3.48,3.56,
2026-01-20,3.04,3.32,3.48,3.58,
2026-01-19,3.02,3.3,3.46,3.56,
2026-01-16,3.01,3.29,3.47,3.54,
2026-01-15,3.01,3.27,3.44,3.54,
2026-01-14,3.0,3.27,3.44,3.54,
2026-01-13,3.0,3.27,3.44,3.54,
2026-01-12,2.99,3.27,3.42,3.53,
2026-01-09,2.99,3.25,3.41,3.51,
2026-01-08,2.99,3.25,3.39,3.51,
2026-01-07,2.99,3.25,3.39,3.51,
2026-01-06,3.01,3.26,3.38,3.51,
2026-01-05,2.98,3.23,3.38,3.5,
2026-01-02,2.99,3.23,3.37,3.5,
2026-01-01,3.0,3.26,3.37,3.49,
2025-12-31,3.0,3.26,3.37,3.49,
2025-12-30,2.99,3.24,3.37,3.52,
2025-12-29,2.99,3.25,3.38,3.52,
2025-12-26,3.0,3.25,3.39,3.53,
2025-12-25,3.0,3.25,3.39,3.53,
2025-12-24,3.0,3.25,3.39,3.53,
2025-12-23,3.03,3.26,3.45,3.53,
2025-12-22,3.03,3.26,3.45,3.55,
2025-12-19,3.03,3.26,3.41,3.55,
2025-12-18,3.03,3.28,3.45,3.56,
2025-12-17,3.03,3.28,3.45,3.56,
2025-12-16,3.03,3.29,3.48,3.57,
2025-12-15,3.03,3.29,3.49,3.57,
2025-12-12,3.05,3.3,3.49,3.58,
2025-12-11,3.04,3.28,3.48,3.56,
2025-12-10,3.05,3.31,3.5,3.57,
2025-12-09,3.02,3.28,3.48,3.53,
2025-12-08,3.02,3.27,3.47,3.48,
2025-12-05,3.01,3.25,3.45,3.48,
2025-12-04,3.03,3.25,3.45,3.48,
2025-12-03,3.03,3.25,3.46,3.48,
2025-12-02,3.04,3.26,3.48,3.46,
2025-12-01,3.04,3.26,3.45,3.46,
2025-11-28,3.04,3.24,3.45,3.47,
2025-11-27,3.0,3.22,3.45,3.45,
2025-11-26,3.02,3.21,3.42,3.43,
2025-11-25,3.02,3.22,3.43,3.43,
2025-11-24,3.02,3.22,3.44,3.43,
2025-11-21,3.01,3.23,3.44,3.43,
2025-11-20,3.03,3.22,3.44,3.43,
2025-11-19,3.02,3.23,3.44,3.43,
2025-11-18,3.04,3.24,3.46,3.44,
2025-11-17,3.03,3.23,3.41,3.45,
2025-11-14,3.04,3.22,3.41,3.44,
2025-11-13,3.03,3.2,3.39,3.43,
2025-11-12,3.04,3.21,3.4,3.49,
2025-11-11,3.07,3.24,3.42,3.49,
2025-11-10,3.07,3.24,3.45,3.5,
2025-11-07,3.11,3.23,3.44,3.49,
2025-11-06,3.13,3.25,3.48,3.49,
2025-11-05,3.13,3.25,3.45,3.49,
2025-11-04,3.13,3.25,3.46,3.5,
2025-11-03,3.14,3.24,3.46,3.5,
2025-10-31,3.13,3.25,3.44,3.49,
2025-10-30,3.13,3.25,3.45,3.51,
2025-10-29,3.11,3.24,3.44,3.48,
2025-10-28,3.11,3.23,3.42,3.49,
2025-10-27,3.13,3.24,3.43,3.49,
2025-10-24,3.1,3.23,3.43,3.49,
2025-10-23,3.1,3.23,3.4,3.48,
2025-10-22,3.11,3.24,3.41,3.48,
2025-10-21,3.09,3.24,3.41,3.47,
2025-10-20,3.08,3.2,3.39,3.46,
2025-10-17,3.08,3.2,3.39,3.46,
2025-10-16,3.08,3.22,3.41,3.46,
2025-10-15,3.08,3.18,3.39,3.45,
2025-10-14,3.07,3.18,3.39,3.49,
2025-10-13,3.07,3.19,3.4,3.49,
2025-10-10,3.09,3.24,3.43,3.49,
2025-10-09,3.1,3.24,3.47,3.49,
2025-10-08,3.12,3.24,3.5,3.51,
2025-10-07,3.12,3.23,3.44,3.49,
2025-10-06,3.1,3.23,3.39,3.46,
2025-10-03,3.09,3.2,3.39,3.44,
2025-10-02,3.08,3.23,3.4,3.46,
2025-10-01,3.11,3.23,3.42,3.45,
2025-09-30,3.11,3.21,3.42,3.45,
2025-09-29,3.13,3.23,3.42,3.46,
2025-09-26,3.08,3.25,3.43,3.47,
2025-09-25,3.08,3.21,3.4,3.44,
2025-09-24,3.06,3.17,3.37,3.43,
2025-09-23,3.05,3.18,3.36,3.41,
2025-09-22,3.04,3.17,3.34,3.43,
2025-09-19,3.04,3.13,3.32,3.4,
2025-09-18,3.04,3.11,3.31,3.39,
2025-09-17,3.04,3.12,3.32,3.4,
2025-09-16,3.06,3.12,3.33,3.41,
2025-09-15,3.06,3.12,3.33,3.41,
2025-09-12,3.06,3.12,3.33,3.41,
2025-09-11,3.06,3.13,3.34,3.43,
2025-09-10,3.05,3.12,3.33,3.39,
2025-09-09,3.04,3.12,3.33,3.39,
2025-09-08,3.04,3.11,3.32,3.4,
2025-09-05,3.04,3.13,3.32,3.4,
2025-09-04,3.04,3.13,3.32,3.4,
2025-09-03,3.04,3.13,3.33,3.42,
2025-09-02,3.0,3.09,3.32,3.4,
2025-09-01,3.0,3.08,3.3,3.39,
2025-08-29,3.0,3.08,3.3,3.39,
2025-08-28,2.99,3.08,3.29,3.39,
2025-08-27,2.98,3.05,3.28,3.39,
2025-08-26,2.98,3.07,3.28,3.37,
2025-08-25,2.96,3.07,3.26,3.36,
2025-08-22,2.98,3.08,3.26,3.38,
2025-08-21,2.98,3.08,3.27,3.39,
2025-08-20,2.98,3.04,3.29,3.38,
2025-08-19,2.98,3.04,3.26,3.38,
2025-08-18,2.96,3.04,3.26,3.37,
2025-08-15,2.95,3.04,3.26,3.36,
2025-08-14,2.95,3.05,3.25,3.35,
2025-08-13,2.99,3.07,3.27,3.38,
2025-08-12,3.03,3.11,3.29,3.39,
2025-08-11,3.02,3.07,3.27,3.36,
2025-08-08,3.02,3.09,3.26,3.36,
2025-08-07,3.03,3.11,3.28,3.38,
2025-08-06,3.04,3.14,3.31,3.38,
2025-08-05,3.05,3.15,3.33,3.39,
2025-08-04,3.05,3.17,3.34,3.39,
2025-08-01,3.08,3.18,3.36,3.4,
2025-07-31,3.05,3.15,3.34,3.37,
2025-07-30,3.05,3.14,3.34,3.37,
2025-07-29,3.05,3.14,3.34,3.36,
2025-07-28,3.06,3.14,3.34,3.37,
2025-07-25,3.05,3.15,3.33,3.4,
2025-07-24,3.05,3.15,3.35,3.4,
2025-07-23,3.07,3.16,3.36,3.42,
2025-07-22,3.08,3.18,3.36,3.42,
2025-07-21,3.09,3.16,3.36,3.42,
2025-07-18,3.08,3.15,3.35,3.42,
2025-07-17,3.08,3.16,3.36,3.42,
2025-07-16,3.1,3.13,3.37,3.43,
2025-07-15,3.11,3.16,3.36,3.45,
2025-07-14,3.07,3.16,3.35,3.44,
2025-07-11,3.06,3.16,3.35,3.44,
2025-07-10,3.07,3.15,3.34,3.43,
2025-07-09,3.12,3.12,3.36,3.44,
2025-07-08,3.13,3.17,3.36,3.44,
2025-07-07,3.13,3.17,3.38,3.44,
2025-07-04,3.12,3.18,3.37,3.44,
2025-07-03,3.12,3.17,3.37,3.44,
2025-07-02,3.12,3.18,3.37,3.44,
2025-07-01,3.15,3.17,3.39,3.47,
2025-06-30,3.15,3.2,3.41,3.47,
2025-06-27,3.14,3.18,3.38,3.52,
2025-06-26,3.14,3.18,3.38,3.52,
2025-06-25,3.12,3.22,3.41,3.55,
2025-06-24,3.15,3.23,3.45,3.56,
2025-06-23,3.19,3.26,3.49,3.59,
2025-06-20,3.2,3.25,3.49,3.59,
2025-06-19,3.22,3.26,3.49,3.59,
2025-06-18,3.21,3.26,3.49,3.59,
2025-06-17,3.22,3.27,3.5,3.59,
2025-06-16,3.21,3.28,3.51,3.59,
2025-06-13,3.18,3.26,3.47,3.55,
2025-06-12,3.17,3.24,3.47,3.55,
2025-06-11,3.16,3.27,3.46,3.56,
2025-06-10,3.16,3.24,3.43,3.53,
2025-06-09,3.15,3.18,3.43,3.51,
2025-06-06,3.15,3.18,3.4,3.52,
2025-06-05,3.16,3.2,3.41,3.52,
2025-06-04,3.16,3.21,3.4,3.53,
2025-06-03,3.16,3.21,3.39,3.53,
2025-06-02,3.16,3.21,3.39,3.52,
2025-05-30,3.16,3.21,3.39,3.52,
2025-05-29,3.16,3.22,3.4,3.55,
2025-05-28,3.15,3.19,3.39,3.52,
2025-05-27,3.15,3.18,3.39,3.55,
2025-05-26,3.16,3.19,3.41,3.56,
2025-05-23,3.17,3.2,3.43,3.59,
2025-05-22,3.23,3.24,3.45,3.58,
2025-05-21,3.19,3.3,3.46,3.59,
2025-05-20,3.18,3.3,3.46,3.59,
2025-05-19,3.18,3.3,3.48,3.62,
2025-05-16,3.17,3.27,3.5,3.61,
2025-05-15,3.2,3.33,3.49,3.6,
2025-05-14,3.22,3.33,3.49,3.58,
2025-05-13,3.2,3.29,3.49,3.59,
2025-05-12,3.16,3.26,3.41,3.53,
2025-05-09,3.16,3.26,3.41,3.53,
2025-05-08,3.18,3.29,3.53,3.65,
2025-05-07,3.2,3.3,3.53,3.66,
2025-05-06,3.23,3.32,3.54,3.65,
2025-05-05,3.25,3.37,3.56,3.67,
2025-05-02,3.24,3.34,3.57,3.67,
2025-05-01,3.26,3.34,3.55,3.66,
2025-04-30,3.26,3.34,3.55,3.66,
2025-04-29,3.26,3.35,3.53,3.65,
2025-04-28,3.26,3.35,3.55,3.66,
2025-04-25,3.26,3.35,3.55,3.66,
2025-04-24,3.27,3.37,3.56,3.68,
2025-04-23,3.29,3.39,3.56,3.67,
2025-04-22,3.34,3.41,3.57,3.67,
2025-04-21,3.31,3.37,3.54,3.64,
2025-04-18,3.34,3.42,3.61,3.69,
2025-04-17,3.37,3.46,3.62,3.71,
2025-04-16,3.4,3.47,3.64,3.72,
2025-04-15,3.4,3.46,3.63,3.72,
2025-04-14,3.38,3.49,3.65,3.74,
2025-04-11,3.39,3.51,3.67,3.74,
2025-04-10,3.38,3.43,3.65,3.71,
2025-04-09,3.36,3.47,3.67,3.77,
2025-04-08,3.33,3.42,3.56,3.69,
2025-04-07,3.28,3.37,3.5,3.66,
2025-04-04,3.28,3.41,3.56,3.67,
2025-04-03,3.33,3.52,3.68,3.73,
2025-04-02,3.37,3.55,3.7,3.76,
2025-04-01,3.38,3.56,3.72,3.77,
2025-03-31,3.38,3.56,3.72,3.77,
2025-03-28,3.38,3.56,3.72,3.77,
2025-03-27,3.39,3.56,3.71,3.78,
2025-03-26,3.39,3.55,3.7,3.76,
2025-03-25,3.39,3.54,3.7,3.75,
2025-03-24,3.37,3.54,3.7,3.75,
2025-03-21,3.35,3.54,3.68,3.73,
2025-03-20,3.36,3.54,3.68,3.74,
2025-03-19,3.33,3.54,3.69,3.75,
2025-03-18,3.36,3.56,3.7,3.76,
2025-03-17,3.36,3.56,3.7,3.76,
2025-03-14,3.39,3.56,3.71,3.76,
2025-03-13,3.39,3.57,3.71,3.76,
2025-03-12,3.39,3.56,3.72,3.76,
2025-03-11,3.4,3.57,3.71,3.76,
2025-03-10,3.4,3.57,3.72,3.77,
2025-03-07,3.4,3.58,3.72,3.77,
2025-03-06,3.44,3.59,3.73,3.77,
2025-03-05,3.41,3.58,3.72,3.77,
2025-03-04,3.42,3.59,3.74,3.77,
2025-03-03,3.43,3.59,3.75,3.79,
2025-02-28,3.43,3.58,3.76,3.79,
2025-02-27,3.43,3.59,3.75,3.78,
2025-02-26,3.43,3.59,3.75,3.79,
2025-02-25,3.44,3.59,3.76,3.78,
2025-02-24,3.45,3.59,3.8,3.79,
2025-02-21,3.45,3.59,3.76,3.8,
2025-02-20,3.45,3.6,3.76,3.8,
2025-02-19,3.45,3.6,3.76,3.8,
2025-02-18,3.44,3.61,3.77,3.78,
2025-02-17,3.45,3.61,3.77,3.79,
2025-02-14,3.45,3.63,3.77,3.8,
2025-02-13,3.44,3.63,3.78,3.82,
2025-02-12,3.44,3.63,3.79,3.82,
2025-02-11,3.44,3.62,3.78,3.82,
2025-02-10,3.44,3.62,3.78,3.82,
2025-02-07,3.44,3.62,3.77,3.81,
2025-02-06,3.44,3.61,3.78,3.8,
2025-02-05,3.45,3.61,3.78,3.81,
2025-02-04,3.46,3.63,3.79,3.82,
2025-02-03,3.48,3.63,3.79,3.81,
2025-01-31,3.45,3.62,3.78,3.81,
2025-01-30,3.44,3.61,3.77,3.8,
2025-01-29,3.44,3.61,3.77,3.8,
2025-01-28,3.44,3.61,3.77,3.8,
2025-01-27,3.43,3.6,3.77,3.8,
2025-01-24,3.42,3.61,3.78,3.81,
2025-01-23,3.43,3.61,3.78,3.81,
2025-01-22,3.43,3.6,3.78,3.8,
2025-01-21,3.43,3.61,3.79,3.82,
2025-01-20,3.45,3.61,3.79,3.82,
2025-01-17,3.46,3.62,3.79,3.82,
2025-01-16,3.45,3.61,3.79,3.82,
2025-01-15,3.47,3.62,3.8,3.82,
2025-01-14,3.48,3.63,3.8,3.83,
2025-01-13,3.48,3.63,3.81,3.84,
2025-01-10,3.45,3.61,3.79,3.82,
2025-01-09,3.44,3.61,3.79,3.82,
2025-01-08,3.46,3.6,3.79,3.82,
2025-01-07,3.44,3.6,3.77,3.82,
2025-01-06,3.44,3.61,3.79,3.82,
2025-01-03,3.44,3.6,3.77,3.81,
2025-01-02,3.47,3.61,3.77,3.82,
2025-01-01,3.48,3.62,3.77,3.82,
2024-12-31,3.48,3.62,3.77,3.82,
2024-12-30,3.49,3.64,3.77,3.81,
2024-12-27,3.5,3.63,3.78,3.82,
2024-12-26,3.48,3.64,3.77,3.83,
2024-12-25,3.48,3.64,3.77,3.83,
2024-12-24,3.48,3.64,3.77,3.83,
2024-12-23,3.5,3.64,3.78,3.84,
2024-12-20,3.5,3.65,3.79,3.85,
2024-12-19,3.49,3.66,3.79,3.83,
2024-12-18,3.47,3.62,3.77,3.81,
2024-12-17,3.47,3.64,3.77,3.82,
2024-12-16,3.48,3.63,3.78,3.82,
2024-12-13,3.46,3.62,3.78,3.82,
2024-12-12,3.46,3.6,3.77,3.8,
2024-12-11,3.46,3.6,3.76,3.79,
2024-12-10,3.45,3.59,3.75,3.79,
2024-12-09,3.46,3.57,3.74,3.79,
2024-12-06,3.46,3.56,3.73,3.77,
2024-12-05,3.44,3.56,3.72,3.78,
2024-12-04,3.46,3.56,3.73,3.78,
2024-12-03,3.46,3.57,3.73,3.81,
2024-12-02,3.46,3.57,3.74,3.8,
2024-11-29,3.46,3.58,3.75,3.81,
2024-11-28,3.47,3.6,3.76,3.81,
2024-11-27,3.47,3.61,3.78,3.81,
2024-11-26,3.46,3.6,3.77,3.8,
2024-11-25,3.47,3.61,3.76,3.8,
2024-11-22,3.48,3.61,3.78,3.81,
2024-11-21,3.48,3.62,3.77,3.81,
2024-11-20,3.47,3.59,3.77,3.81,
2024-11-19,3.48,3.63,3.79,3.85,
2024-11-18,3.51,3.65,3.8,3.86,
2024-11-15,3.52,3.66,3.83,3.88,
2024-11-14,3.52,3.68,3.83,3.89,
2024-11-13,3.52,3.67,3.82,3.88,
2024-11-12,3.5,3.62,3.81,3.87,
2024-11-11,3.47,3.6,3.8,3.85,
2024-11-08,3.49,3.61,3.81,3.88,
2024-11-07,3.54,3.64,3.86,3.91,
2024-11-06,3.57,3.66,3.87,3.93,
2024-11-05,3.53,3.66,3.85,3.9,
2024-11-04,3.55,3.68,3.89,3.92,
2024-11-01,3.55,3.68,3.9,3.93,
2024-10-31,3.53,3.67,3.9,3.92,
2024-10-30,3.53,3.67,3.9,3.92,
2024-10-29,3.51,3.67,3.91,3.93,
2024-10-28,3.53,3.66,3.89,3.9,
2024-10-25,3.49,3.63,3.85,3.87,
2024-10-24,3.49,3.63,3.86,3.86,
2024-10-23,3.48,3.61,3.84,3.87,
2024-10-22,3.46,3.58,3.82,3.84,
2024-10-21,3.42,3.56,3.75,3.79,
2024-10-18,3.42,3.56,3.75,3.77,
2024-10-17,3.42,3.54,3.74,3.79,
2024-10-16,3.41,3.52,3.74,3.78,
2024-10-15,3.42,3.55,3.75,3.8,
2024-10-14,3.43,3.56,3.75,3.8,
2024-10-11,3.43,3.56,3.75,3.79,
2024-10-10,3.43,3.57,3.76,3.79,
2024-10-09,3.42,3.55,3.74,3.77,
2024-10-08,3.42,3.55,3.75,3.77,
2024-10-07,3.43,3.55,3.75,3.77,
2024-10-04,3.36,3.52,3.7,3.75,
2024-10-03,3.34,3.49,3.7,3.72,
2024-10-02,3.33,3.5,3.69,3.72,
2024-10-01,3.33,3.5,3.69,3.72,
2024-09-30,3.33,3.5,3.68,3.71,
2024-09-27,3.34,3.51,3.68,3.71,
2024-09-26,3.34,3.51,3.68,3.72,
2024-09-25,3.34,3.51,3.68,3.72,
2024-09-24,3.34,3.5,3.68,3.72,
2024-09-23,3.33,3.49,3.68,3.72,
2024-09-20,3.32,3.48,3.68,3.71,
2024-09-19,3.34,3.48,3.68,3.7,
2024-09-18,3.3,3.46,3.68,3.69,
2024-09-17,3.33,3.46,3.64,3.72,
2024-09-16,3.32,3.47,3.66,3.72,
2024-09-13,3.32,3.47,3.66,3.72,
2024-09-12,3.33,3.49,3.68,3.73,
2024-09-11,3.33,3.49,3.69,3.73,
2024-09-10,3.34,3.5,3.71,3.75,
2024-09-09,3.35,3.48,3.7,3.74,
2024-09-06,3.35,3.5,3.68,3.74,
2024-09-05,3.33,3.5,3.68,3.75,
2024-09-04,3.36,3.51,3.69,3.76,
2024-09-03,3.35,3.52,3.71,3.77,
2024-09-02,3.35,3.53,3.7,3.77,
2024-08-30,3.35,3.51,3.7,3.76,
2024-08-29,3.33,3.5,3.7,3.75,
2024-08-28,3.28,3.5,3.7,3.78,
2024-08-27,3.33,3.49,3.68,3.78,
2024-08-26,3.34,3.47,3.68,3.77,
2024-08-23,3.33,3.49,3.69,3.77,
2024-08-22,3.33,3.48,3.69,3.77,
2024-08-21,3.33,3.48,3.68,3.77,
2024-08-20,3.34,3.5,3.69,3.77,
2024-08-19,3.34,3.52,3.71,3.78,
2024-08-16,3.36,3.53,3.72,3.78,
2024-08-15,3.35,3.52,3.72,3.77,
2024-08-14,3.33,3.49,3.7,3.76,
2024-08-13,3.33,3.49,3.71,3.76,
2024-08-12,3.33,3.49,3.69,3.78,
2024-08-09,3.33,3.49,3.7,3.77,
2024-08-08,3.33,3.48,3.7,3.75,
2024-08-07,3.34,3.53,3.72,3.78,
2024-08-06,3.32,3.5,3.7,3.75,
2024-08-05,3.28,3.48,3.62,3.69,
2024-08-02,3.32,3.49,3.67,3.71,
2024-08-01,3.35,3.5,3.66,3.7,
2024-07-31,3.35,3.52,3.67,3.72,
2024-07-30,3.39,3.54,3.68,3.74,
2024-07-29,3.42,3.55,3.7,3.76,
2024-07-26,3.42,3.57,3.72,3.78,
2024-07-25,3.44,3.58,3.72,3.78,
2024-07-24,3.45,3.59,3.74,3.79,
2024-07-23,3.47,3.6,3.75,3.81,
2024-07-22,3.47,3.6,3.76,3.8,
2024-07-19,3.48,3.6,3.77,3.8,
2024-07-18,3.46,3.6,3.75,3.8,
2024-07-17,3.46,3.59,3.77,3.79,
2024-07-16,3.47,3.59,3.75,3.82,
2024-07-15,3.48,3.62,3.79,3.83,
2024-07-12,3.48,3.62,3.77,3.83,
2024-07-11,3.49,3.63,3.78,3.84,
2024-07-10,3.49,3.64,3.78,3.85,
2024-07-09,3.5,3.64,3.78,3.85,
2024-07-08,3.5,3.64,3.78,3.86,
2024-07-05,3.5,3.64,3.78,3.86,
2024-07-04,3.52,3.65,3.79,3.86,
2024-07-03,3.53,3.66,3.82,3.87,
2024-07-02,3.53,3.67,3.83,3.87,
2024-07-01,3.55,3.67,3.81,3.88,
2024-06-28,3.52,3.64,3.79,3.86,
2024-06-27,3.53,3.65,3.8,3.87,
2024-06-26,3.53,3.64,3.79,3.86,
2024-06-25,3.53,3.64,3.78,3.86,
2024-06-24,3.53,3.64,3.78,3.86,
2024-06-21,3.53,3.64,3.78,3.86,
2024-06-20,3.53,3.64,3.79,3.86,
2024-06-19,3.53,3.65,3.79,3.86,
2024-06-18,3.55,3.66,3.8,3.88,
2024-06-17,3.54,3.65,3.79,3.86,
2024-06-14,3.54,3.65,3.79,3.86,
2024-06-13,3.55,3.65,3.8,3.86,
2024-06-12,3.54,3.65,3.8,3.86,
2024-06-11,3.56,3.66,3.8,3.87,
2024-06-10,3.56,3.66,3.82,3.87,
2024-06-07,3.56,3.64,3.81,3.86,
2024-06-06,3.55,3.65,3.82,3.87,
2024-06-05,3.56,3.66,3.82,3.87,
2024-06-04,3.58,3.67,3.83,3.88,
2024-06-03,3.58,3.69,3.85,3.89,
2024-05-31,3.58,3.69,3.85,3.89,
2024-05-30,3.58,3.69,3.86,3.9,
2024-05-29,3.58,3.68,3.86,3.9,
