Date,3Y,5Y,7Y,10Y
2025-05-21,3.19,3.35,3.47,3.58
2025-05-20,3.2,3.35,3.47,3.58
2025-05-19,3.22,3.38,3.49,3.6
2025-05-16,3.2,3.32,3.45,3.57
2025-05-15,3.21,3.37,3.5,3.61
2025-05-14,3.23,3.39,3.51,3.6
2025-05-13,3.22,3.4,3.44,3.62
2025-05-12,3.18,3.35,3.44,3.57
2025-05-09,3.18,3.35,3.44,3.57
2025-05-08,3.2,3.4,3.45,3.61
2025-05-07,3.22,3.37,3.5,3.62
2025-05-06,3.27,3.42,3.55,3.64
2025-05-05,3.3,3.43,3.55,3.65
2025-05-02,3.33,3.45,3.55,3.64
2025-05-01,3.32,3.42,3.53,3.62
2025-04-30,3.32,3.42,3.53,3.62
2025-04-29,3.29,3.42,3.52,3.65
2025-04-28,3.28,3.41,3.52,3.66
2025-04-25,3.28,3.41,3.52,3.66
2025-04-24,3.31,3.42,3.52,3.67
2025-04-23,3.31,3.44,3.56,3.68
2025-04-22,3.32,3.46,3.56,3.68
2025-04-21,3.32,3.44,3.53,3.68
2025-04-18,3.35,3.49,3.58,3.7
2025-04-17,3.39,3.52,3.62,3.7
2025-04-16,3.4,3.52,3.62,3.72
2025-04-15,3.42,3.53,3.63,3.72
2025-04-14,3.45,3.56,3.66,3.73
2025-04-11,3.48,3.56,3.67,3.74
2025-04-10,3.42,3.54,3.63,3.73
2025-04-09,3.47,3.54,3.66,3.76
2025-04-08,3.39,3.49,3.56,3.69
2025-04-07,3.36,3.42,3.56,3.62
2025-04-04,3.41,3.44,3.56,3.65
2025-04-03,3.45,3.56,3.65,3.73
2025-04-02,3.5,3.58,3.69,3.76
2025-04-01,3.51,3.59,3.71,3.78
2025-03-31,3.51,3.59,3.71,3.78
2025-03-28,3.51,3.59,3.71,3.78
2025-03-27,3.51,3.58,3.7,3.78
2025-03-26,3.5,3.58,3.7,3.76
2025-03-25,3.5,3.58,3.69,3.76
2025-03-24,3.52,3.57,3.69,3.75
2025-03-21,3.5,3.57,3.68,3.74
2025-03-20,3.5,3.57,3.69,3.74
2025-03-19,3.52,3.57,3.69,3.75
2025-03-18,3.54,3.58,3.71,3.77
2025-03-17,3.54,3.58,3.71,3.77
2025-03-14,3.54,3.59,3.71,3.77
2025-03-13,3.54,3.59,3.71,3.77
2025-03-12,3.54,3.59,3.71,3.77
2025-03-11,3.54,3.59,3.71,3.77
2025-03-10,3.54,3.59,3.73,3.77
2025-03-07,3.54,3.59,3.73,3.79
2025-03-06,3.55,3.6,3.73,3.79
2025-03-05,3.54,3.59,3.74,3.79
2025-03-04,3.55,3.61,3.74,3.8
2025-03-03,3.55,3.63,3.76,3.81
2025-02-28,3.55,3.63,3.76,3.81
2025-02-27,3.56,3.62,3.75,3.81
2025-02-26,3.55,3.62,3.75,3.83
2025-02-25,3.55,3.62,3.76,3.8
2025-02-24,3.55,3.63,3.76,3.8
2025-02-21,3.55,3.62,3.76,3.8
2025-02-20,3.56,3.62,3.77,3.81
2025-02-19,3.56,3.62,3.77,3.81
2025-02-18,3.56,3.62,3.77,3.81
2025-02-17,3.55,3.62,3.78,3.81
2025-02-14,3.56,3.63,3.78,3.82
2025-02-13,3.56,3.63,3.78,3.82
2025-02-12,3.55,3.63,3.79,3.83
2025-02-11,3.55,3.63,3.78,3.82
2025-02-10,3.55,3.63,3.78,3.82
2025-02-07,3.55,3.62,3.78,3.82
2025-02-06,3.55,3.61,3.77,3.82
2025-02-05,3.55,3.61,3.77,3.83
2025-02-04,3.56,3.63,3.76,3.83
2025-02-03,3.57,3.63,3.78,3.83
2025-01-31,3.56,3.62,3.77,3.82
2025-01-30,3.55,3.61,3.76,3.82
2025-01-29,3.55,3.61,3.76,3.82
2025-01-28,3.55,3.61,3.76,3.82
2025-01-27,3.55,3.61,3.76,3.82
2025-01-24,3.55,3.62,3.77,3.83
2025-01-23,3.33,3.63,3.77,3.84
2025-01-22,3.32,3.63,3.76,3.84
2025-01-21,3.32,3.63,3.78,3.84
2025-01-20,3.33,3.62,3.77,3.84
2025-01-17,3.33,3.63,3.77,3.84
2025-01-16,3.34,3.62,3.77,3.84
2025-01-15,3.34,3.63,3.78,3.84
2025-01-14,3.35,3.64,3.79,3.85
2025-01-13,3.36,3.64,3.8,3.85
2025-01-10,3.33,3.62,3.76,3.83
2025-01-09,3.33,3.62,3.76,3.83
2025-01-08,3.33,3.62,3.76,3.83
2025-01-07,3.35,3.62,3.75,3.83
2025-01-06,3.35,3.64,3.74,3.84
2025-01-03,3.34,3.61,3.74,3.82
2025-01-02,3.34,3.63,3.74,3.83
2025-01-01,3.33,3.62,3.74,3.83
2024-12-31,3.33,3.62,3.74,3.83
2024-12-30,3.36,3.63,3.74,3.83
2024-12-27,3.35,3.62,3.74,3.83
2024-12-26,3.35,3.63,3.77,3.84
2024-12-25,3.35,3.63,3.78,3.84
2024-12-24,3.35,3.63,3.78,3.84
2024-12-23,3.37,3.64,3.79,3.86
2024-12-20,3.39,3.65,3.8,3.86
2024-12-19,3.4,3.66,3.77,3.85
2024-12-18,3.37,3.62,3.77,3.83
2024-12-17,3.37,3.63,3.77,3.82
2024-12-16,3.35,3.64,3.77,3.84
2024-12-13,3.35,3.63,3.77,3.82
2024-12-12,3.35,3.61,3.76,3.81
2024-12-11,3.35,3.61,3.76,3.8
2024-12-10,3.36,3.6,3.74,3.8
2024-12-09,3.35,3.59,3.74,3.79
2024-12-06,3.34,3.59,3.73,3.79
2024-12-05,3.35,3.58,3.74,3.79
2024-12-04,3.36,3.58,3.75,3.79
2024-12-03,3.36,3.59,3.75,3.81
2024-12-02,3.36,3.59,3.75,3.81
2024-11-29,3.36,3.61,3.76,3.81
2024-11-28,3.37,3.61,3.77,3.81
2024-11-27,3.37,3.61,3.77,3.81
2024-11-26,3.37,3.62,3.77,3.82
2024-11-25,3.37,3.61,3.77,3.82
2024-11-22,3.38,3.63,3.78,3.82
2024-11-21,3.38,3.62,3.78,3.81
2024-11-20,3.4,3.6,3.78,3.83
2024-11-19,3.41,3.63,3.8,3.86
2024-11-18,3.43,3.66,3.81,3.87
2024-11-15,3.43,3.67,3.82,3.88
2024-11-14,3.42,3.68,3.82,3.89
2024-11-13,3.43,3.66,3.81,3.89
2024-11-12,3.42,3.59,3.81,3.88
2024-11-11,3.42,3.59,3.8,3.88
2024-11-08,3.41,3.61,3.82,3.88
2024-11-07,3.47,3.66,3.87,3.91
2024-11-06,3.47,3.67,3.89,3.93
2024-11-05,3.45,3.66,3.87,3.91
2024-11-04,3.45,3.66,3.89,3.93
2024-11-01,3.45,3.66,3.91,3.94
2024-10-31,3.45,3.68,3.91,3.93
2024-10-30,3.45,3.68,3.91,3.93
2024-10-29,3.47,3.64,3.91,3.95
2024-10-28,3.42,3.64,3.89,3.93
2024-10-25,3.4,3.64,3.86,3.91
2024-10-24,3.4,3.65,3.84,3.91
2024-10-23,3.4,3.64,3.81,3.91
2024-10-22,3.39,3.6,3.82,3.89
2024-10-21,3.35,3.56,3.76,3.85
2024-10-18,3.35,3.56,3.74,3.83
2024-10-17,3.35,3.52,3.75,3.83
2024-10-16,3.35,3.53,3.74,3.82
2024-10-15,3.35,3.56,3.76,3.84
2024-10-14,3.36,3.56,3.77,3.84
2024-10-11,3.35,3.55,3.75,3.81
2024-10-10,3.36,3.54,3.75,3.8
2024-10-09,3.36,3.54,3.76,3.78
2024-10-08,3.35,3.54,3.74,3.79
2024-10-07,3.35,3.55,3.75,3.79
2024-10-04,3.33,3.52,3.71,3.76
2024-10-03,3.32,3.51,3.7,3.76
2024-10-02,3.31,3.5,3.7,3.75
2024-10-01,3.31,3.51,3.69,3.75
2024-09-30,3.31,3.5,3.7,3.75
2024-09-27,3.31,3.52,3.69,3.75
2024-09-26,3.3,3.51,3.69,3.75
2024-09-25,3.3,3.49,3.68,3.74
2024-09-24,3.31,3.49,3.68,3.75
2024-09-23,3.31,3.49,3.68,3.75
2024-09-20,3.31,3.48,3.69,3.73
2024-09-19,3.31,3.49,3.67,3.74
2024-09-18,3.3,3.48,3.67,3.73
2024-09-17,3.29,3.48,3.66,3.74
2024-09-16,3.31,3.5,3.68,3.76
2024-09-13,3.31,3.5,3.68,3.76
2024-09-12,3.31,3.51,3.69,3.76
2024-09-11,3.32,3.51,3.69,3.77
2024-09-10,3.32,3.52,3.7,3.79
2024-09-09,3.32,3.51,3.7,3.77
2024-09-06,3.32,3.52,3.7,3.77
2024-09-05,3.32,3.52,3.7,3.78
2024-09-04,3.32,3.52,3.71,3.79
2024-09-03,3.33,3.53,3.71,3.8
2024-09-02,3.32,3.53,3.72,3.8
2024-08-30,3.32,3.52,3.7,3.78
2024-08-29,3.31,3.51,3.69,3.79
2024-08-28,3.31,3.5,3.68,3.79
2024-08-27,3.31,3.48,3.68,3.77
2024-08-26,3.3,3.48,3.68,3.77
2024-08-23,3.3,3.49,3.7,3.78
2024-08-22,3.31,3.48,3.7,3.78
2024-08-21,3.31,3.45,3.69,3.78
2024-08-20,3.32,3.45,3.69,3.78
2024-08-19,3.33,3.48,3.69,3.79
2024-08-16,3.33,3.47,3.72,3.8
2024-08-15,3.31,3.46,3.72,3.78
2024-08-14,3.32,3.45,3.71,3.77
2024-08-13,3.31,3.44,3.69,3.77
2024-08-12,3.31,3.46,3.7,3.78
2024-08-09,3.32,3.46,3.7,3.78
2024-08-08,3.31,3.5,3.71,3.8
2024-08-07,3.35,3.48,3.72,3.79
2024-08-06,3.33,3.47,3.7,3.74
2024-08-05,3.29,3.45,3.68,3.74
2024-08-02,3.31,3.49,3.69,3.72
2024-08-01,3.31,3.49,3.68,3.72
2024-07-31,3.34,3.5,3.69,3.73
2024-07-30,3.34,3.5,3.71,3.74
2024-07-29,3.36,3.51,3.71,3.75
2024-07-26,3.37,3.53,3.71,3.78
2024-07-25,3.38,3.54,3.72,3.79
2024-07-24,3.4,3.57,3.75,3.8
2024-07-23,3.4,3.58,3.77,3.81
2024-07-22,3.41,3.58,3.77,3.81
2024-07-19,3.4,3.58,3.75,3.81
2024-07-18,3.4,3.57,3.75,3.8
2024-07-17,3.4,3.57,3.74,3.8
2024-07-16,3.41,3.57,3.76,3.81
2024-07-15,3.42,3.59,3.76,3.82
2024-07-12,3.41,3.59,3.76,3.85
2024-07-11,3.42,3.59,3.77,3.87
2024-07-10,3.42,3.6,3.77,3.87
2024-07-09,3.42,3.6,3.79,3.87
2024-07-08,3.44,3.6,3.78,3.87
2024-07-05,3.44,3.6,3.78,3.87
2024-07-04,3.44,3.61,3.77,3.87
2024-07-03,3.46,3.62,3.79,3.88
2024-07-02,3.46,3.63,3.79,3.89
2024-07-01,3.46,3.62,3.79,3.89
2024-06-28,3.45,3.62,3.79,3.87
2024-06-27,3.45,3.62,3.79,3.87
2024-06-26,3.46,3.61,3.79,3.86
2024-06-25,3.45,3.61,3.78,3.86
2024-06-24,3.45,3.61,3.78,3.86
2024-06-21,3.45,3.61,3.78,3.86
2024-06-20,3.46,3.62,3.79,3.86
2024-06-19,3.46,3.62,3.79,3.87
2024-06-18,3.47,3.66,3.82,3.88
2024-06-17,3.47,3.62,3.79,3.87
2024-06-14,3.47,3.62,3.79,3.87
2024-06-13,3.47,3.64,3.79,3.86
2024-06-12,3.47,3.62,3.79,3.87
2024-06-11,3.49,3.62,3.8,3.89
2024-06-10,3.5,3.62,3.81,3.89
2024-06-07,3.49,3.63,3.79,3.87
2024-06-06,3.5,3.65,3.79,3.88
2024-06-05,3.49,3.65,3.79,3.88
2024-06-04,3.51,3.65,3.79,3.89
2024-06-03,3.53,3.66,3.84,3.9
2024-05-31,3.53,3.66,3.84,3.9
2024-05-30,3.53,3.67,3.84,3.9
2024-05-29,3.53,3.65,3.84,3.9
2024-05-28,3.51,3.65,3.81,3.89
2024-05-27,3.53,3.68,3.82,3.89
2024-05-24,3.53,3.68,3.82,3.89
2024-05-23,3.53,3.66,3.82,3.9
2024-05-22,3.52,3.65,3.8,3.88
2024-05-21,3.52,3.65,3.8,3.88
2024-05-20,3.51,3.69,3.77,3.88
2024-05-17,3.51,3.64,3.77,3.88
2024-05-16,3.51,3.65,3.77,3.87
2024-05-15,3.52,3.7,3.8,3.9
2024-05-14,3.53,3.7,3.82,3.9
2024-05-13,3.54,3.7,3.82,3.89
2024-05-10,3.53,3.72,3.82,3.89
2024-05-09,3.54,3.72,3.82,3.91
