Date,O/N,1M,3M,6M
2026-06-19,2.75,2.75327,2.75988,2.76922
2026-06-18,2.76,2.75329,2.76019,2.76922
2026-06-16,2.75,2.75297,2.76008,2.76916
2026-06-15,2.75,2.75297,2.76009,2.76916
2026-06-12,2.75,2.75296,2.76009,2.76916
2026-06-11,2.75,2.75298,2.76009,2.76916
2026-06-10,2.75,2.75298,2.76009,2.76916
2026-06-09,2.75,2.75298,2.76009,2.76916
2026-06-08,2.75,2.75297,2.76009,2.76916
2026-06-05,2.75,2.75296,2.76009,2.76916
2026-06-04,2.75,2.75298,2.75998,2.76916
2026-06-03,2.75,2.75298,2.75998,2.76916
2026-05-29,2.75,2.75298,2.75998,2.76916
2026-05-28,2.75,2.7529,2.7598,2.76907
2026-05-26,2.75,2.7529,2.7597,2.76907
2026-05-25,2.75,2.7529,2.7597,2.76907
2026-05-22,2.75,2.7529,2.7597,2.76907
2026-05-21,2.75,2.7529,2.75971,2.76907
2026-05-20,2.75,2.7529,2.7597,2.76907
2026-05-19,2.75,2.7529,2.7597,2.76907
2026-05-18,2.75,2.7529,2.7597,2.76907
2026-05-15,2.75,2.7529,2.7597,2.76907
2026-05-14,2.75,2.7529,2.7597,2.76907
2026-05-13,2.75,2.7529,2.7597,2.76907
2026-05-12,2.75,2.7529,2.75969,2.76907
2026-05-11,2.75,2.7529,2.75969,2.76907
2026-05-08,2.75,2.7529,2.75969,2.76907
2026-05-07,2.75,2.7529,2.7597,2.76907
2026-05-06,2.75,2.7529,2.7597,2.76907
2026-05-05,2.75,2.7529,2.75969,2.76907
2026-05-04,2.75,2.7529,2.75969,2.76907
2026-04-30,2.75,2.7529,2.75969,2.76907
2026-04-29,2.75,2.75335,2.75979,2.76917
2026-04-28,2.75,2.75335,2.75968,2.76917
2026-04-27,2.75,2.75335,2.75968,2.76917
2026-04-24,2.75,2.75333,2.75968,2.76917
2026-04-23,2.75,2.75368,2.75968,2.76917
2026-04-22,2.75,2.754,2.75968,2.76917
2026-04-21,2.75,2.75432,2.75968,2.76917
2026-04-20,2.75,2.75463,2.75968,2.76917
2026-04-17,2.75,2.75493,2.75968,2.76912
2026-04-16,2.75,2.75525,2.75968,2.76895
2026-04-15,2.75,2.75525,2.75968,2.76889
2026-04-14,2.75,2.75525,2.75968,2.76889
2026-04-13,2.75,2.75524,2.75968,2.76889
2026-04-10,2.75,2.75523,2.75968,2.76889
2026-04-09,2.75,2.75525,2.75968,2.76889
2026-04-08,2.75,2.75525,2.75968,2.76889
2026-04-07,2.75,2.75525,2.75968,2.76889
2026-04-06,2.75,2.75524,2.75968,2.76889
2026-04-03,2.75,2.75523,2.75968,2.76884
2026-04-02,2.75,2.75492,2.75968,2.76884
2026-04-01,2.75,2.75492,2.75968,2.76884
2026-03-31,2.75,2.75492,2.75968,2.76884
2026-03-30,2.76,2.75492,2.75968,2.76884
2026-03-27,2.75,2.75454,2.75956,2.76868
2026-03-26,2.76,2.75445,2.75979,2.76868
2026-03-25,2.75,2.75409,2.75979,2.76862
2026-03-24,2.75,2.75409,2.75979,2.76862
2026-03-19,2.76,2.75409,2.75979,2.76862
2026-03-18,2.75,2.75235,2.75924,2.76857
2026-03-17,2.75,2.75235,2.75924,2.76857
2026-03-16,2.75,2.75234,2.75924,2.76857
2026-03-13,2.75,2.75233,2.75924,2.76857
2026-03-12,2.75,2.75233,2.75925,2.76857
2026-03-11,2.75,2.75233,2.75924,2.76856
2026-03-10,2.75,2.75233,2.75924,2.76856
2026-03-09,2.75,2.75233,2.75924,2.76856
2026-03-06,2.75,2.75233,2.75924,2.76856
2026-03-05,2.74,2.75233,2.75925,2.76857
2026-03-04,2.75,2.75269,2.75936,2.76862
2026-03-03,2.75,2.75269,2.75936,2.76862
2026-03-02,2.75,2.75269,2.75936,2.76862
2026-02-27,2.75,2.75269,2.75936,2.76862
2026-02-26,2.75,2.75267,2.75956,2.76893
2026-02-25,2.75,2.75267,2.75956,2.76893
2026-02-24,2.75,2.75267,2.75956,2.76893
2026-02-23,2.75,2.75266,2.75956,2.76893
2026-02-20,2.75,2.75265,2.75956,2.76893
2026-02-19,2.75,2.75267,2.75956,2.76893
2026-02-16,2.75,2.75267,2.75956,2.76893
2026-02-13,2.75,2.75267,2.75957,2.76893
2026-02-12,2.75,2.75269,2.75957,2.76893
2026-02-11,2.75,2.75269,2.75957,2.76893
2026-02-10,2.75,2.75269,2.75957,2.76893
2026-02-09,2.75,2.75268,2.75957,2.76893
2026-02-06,2.75,2.75267,2.75957,2.76893
2026-02-05,2.75,2.75269,2.75957,2.76893
2026-02-04,2.75,2.75269,2.75957,2.76893
2026-02-03,2.75,2.75269,2.75957,2.76893
2026-01-30,2.75,2.75268,2.75957,2.76893
2026-01-29,2.74,2.7527,2.75957,2.76894
2026-01-28,2.75,2.75302,2.75968,2.76899
2026-01-27,2.75,2.75335,2.75968,2.76899
2026-01-26,2.75,2.75366,2.75968,2.76899
2026-01-23,2.75,2.75397,2.75968,2.76899
2026-01-22,2.75,2.75399,2.75968,2.76899
2026-01-21,2.75,2.75399,2.75968,2.76899
2026-01-20,2.75,2.75399,2.75968,2.76899
2026-01-19,2.75,2.75398,2.75957,2.76899
2026-01-16,2.75,2.75397,2.75946,2.76899
2026-01-15,2.75,2.75399,2.75913,2.76899
2026-01-14,2.75,2.75399,2.75913,2.76899
2026-01-13,2.75,2.75399,2.75913,2.76899
2026-01-12,2.75,2.75398,2.75913,2.76899
2026-01-09,2.75,2.75397,2.75913,2.76899
2026-01-08,2.75,2.75399,2.75913,2.7691
2026-01-07,2.75,2.75399,2.75913,2.77048
2026-01-06,2.75,2.75399,2.75913,2.77186
2026-01-05,2.75,2.75398,2.75902,2.77323
2026-01-02,2.75,2.75397,2.75902,2.77461
2025-12-31,2.75,2.75399,2.75902,2.77874
2025-12-30,2.75,2.75399,2.75902,2.7815
2025-12-29,2.75,2.75392,2.75891,2.78146
2025-12-26,2.76,2.75391,2.75891,2.78285
2025-12-24,2.75,2.75292,2.75858,2.78683
2025-12-23,2.75,2.75292,2.75858,2.7896
2025-12-22,2.75,2.75292,2.75858,2.79099
2025-12-19,2.75,2.75292,2.7587,2.79237
2025-12-18,2.75,2.75292,2.75903,2.79653
2025-12-17,2.75,2.75292,2.75903,2.79791
2025-12-16,2.75,2.75292,2.75903,2.7993
2025-12-15,2.75,2.75292,2.75903,2.80068
2025-12-12,2.75,2.75292,2.75902,2.80207
2025-12-11,2.75,2.75292,2.75901,2.80622
2025-12-10,2.75,2.75292,2.75901,2.80761
2025-12-09,2.75,2.75292,2.75901,2.80899
2025-12-08,2.75,2.75292,2.75901,2.81038
2025-12-05,2.75,2.75292,2.75901,2.81176
2025-12-04,2.75,2.75292,2.75901,2.81592
2025-12-03,2.75,2.75292,2.759,2.81731
2025-12-02,2.75,2.75292,2.759,2.81869
2025-12-01,2.75,2.75292,2.759,2.82008
2025-11-28,2.75,2.75292,2.759,2.82146
2025-11-27,2.75,2.75303,2.75911,2.82679
2025-11-26,2.75,2.75303,2.75911,2.82817
2025-11-25,2.75,2.75303,2.75911,2.82955
2025-11-24,2.75,2.75302,2.75911,2.83093
2025-11-21,2.75,2.75301,2.75911,2.8323
2025-11-20,2.75,2.75303,2.75911,2.83644
2025-11-19,2.75,2.75271,2.75911,2.83781
2025-11-18,2.75,2.75238,2.75911,2.83919
2025-11-17,2.75,2.75204,2.75911,2.84057
2025-11-14,2.75,2.7517,2.75911,2.84195
2025-11-13,2.75,2.75139,2.75911,2.84608
2025-11-12,2.75,2.75139,2.75911,2.84746
2025-11-11,2.75,2.75139,2.75911,2.84884
2025-11-10,2.75,2.75139,2.75911,2.85022
2025-11-07,2.75,2.75137,2.75911,2.85159
2025-11-06,2.75,2.75139,2.75911,2.85572
2025-11-05,2.75,2.75107,2.75911,2.8571
2025-11-04,2.75,2.75107,2.75911,2.85848
2025-11-03,2.75,2.75106,2.75911,2.85991
2025-10-31,2.75,2.75105,2.75911,2.86135
2025-10-30,2.75,2.75107,2.75911,2.86565
2025-10-29,2.75,2.7509,2.75911,2.86606
2025-10-28,2.75,2.7509,2.75911,2.86745
2025-10-27,2.75,2.7509,2.75911,2.86883
2025-10-24,2.75,2.75089,2.75911,2.87022
2025-10-23,2.75,2.7509,2.75911,2.87437
2025-10-22,2.75,2.7509,2.75911,2.87576
2025-10-21,2.75,2.75123,2.75911,2.87715
2025-10-17,2.74,2.75157,2.75911,2.87853
2025-10-16,2.74,2.75359,2.75955,2.8843
2025-10-15,2.75,2.75393,2.75966,2.88574
2025-10-14,2.75,2.75392,2.75966,2.88713
2025-10-13,2.75,2.7539,2.75966,2.88851
2025-10-10,2.75,2.75388,2.75966,2.8899
2025-10-09,2.75,2.75388,2.75966,2.89405
2025-10-08,2.75,2.75388,2.75988,2.89544
2025-10-07,2.75,2.75388,2.76261,2.89683
2025-10-06,2.74,2.75388,2.76535,2.89821
2025-10-03,2.75,2.7542,2.7682,2.89965
2025-10-02,2.75,2.75419,2.7764,2.90381
2025-10-01,2.75,2.75419,2.77914,2.9052
2025-09-30,2.75,2.75419,2.78188,2.90658
2025-09-29,2.75,2.75424,2.78461,2.9087
2025-09-26,2.75,2.75422,2.78735,2.91008
2025-09-25,2.75,2.75424,2.79555,2.91421
2025-09-24,2.75,2.75424,2.79828,2.91559
2025-09-23,2.75,2.75424,2.80102,2.91697
2025-09-22,2.76,2.75423,2.80376,2.91835
2025-09-19,2.76,2.75389,2.80638,2.91967
2025-09-18,2.75,2.75294,2.81426,2.92369
2025-09-17,2.75,2.75294,2.817,2.92507
2025-09-12,2.75,2.75294,2.81974,2.92645
2025-09-11,2.75,2.75299,2.83343,2.93335
2025-09-10,2.75,2.75299,2.83617,2.93473
2025-09-09,2.75,2.75299,2.83891,2.93611
2025-09-08,2.75,2.75298,2.84164,2.93749
2025-09-04,2.75,2.75297,2.84438,2.93886
2025-09-03,2.75,2.75301,2.85533,2.94438
2025-09-02,2.75,2.75301,2.85807,2.94576
2025-08-29,2.75,2.753,2.86081,2.94714
2025-08-28,2.75,2.75303,2.87175,2.95165
2025-08-27,2.75,2.75303,2.87449,2.95254
2025-08-26,2.75,2.75303,2.87722,2.954
2025-08-25,2.75,2.75302,2.87996,2.95546
2025-08-22,2.75,2.75301,2.8827,2.95692
2025-08-21,2.75,2.75303,2.89091,2.96129
2025-08-20,2.75,2.75303,2.89364,2.96274
2025-08-19,2.75,2.75303,2.89638,2.96415
2025-08-18,2.75,2.75302,2.89912,2.96555
2025-08-15,2.75,2.75301,2.90186,2.96695
2025-08-14,2.75,2.75303,2.91007,2.97115
2025-08-13,2.75,2.75303,2.9128,2.97255
2025-08-12,2.75,2.75303,2.91554,2.97396
2025-08-11,2.75,2.75302,2.91828,2.97536
2025-08-08,2.75,2.75301,2.92101,2.97676
2025-08-07,2.75,2.76176,2.92922,2.98096
2025-08-06,2.75,2.76984,2.93195,2.98236
2025-08-05,2.75,2.77792,2.93469,2.98376
2025-08-04,2.75,2.786,2.93743,2.98517
2025-08-01,2.75,2.79407,2.94027,2.98657
2025-07-31,2.75,2.81834,2.94881,2.99077
2025-07-30,2.75,2.82642,2.95166,2.99217
2025-07-29,2.75,2.82875,2.95365,2.99357
2025-07-28,2.75,2.83711,2.95642,2.99497
2025-07-25,2.75,2.84545,2.95919,2.99637
2025-07-24,2.75,2.87049,2.96749,3.00058
2025-07-23,2.75,2.87884,2.97025,3.00198
2025-07-22,2.75,2.88719,2.97302,3.00338
2025-07-21,2.75,2.89554,2.97579,3.00478
2025-07-18,2.75,2.90389,2.97856,3.00618
2025-07-17,2.75,2.92895,2.98686,3.01039
2025-07-16,2.75,2.9373,2.98962,3.01179
2025-07-15,2.75,2.94566,2.99239,3.01319
2025-07-14,2.75,2.95401,2.99516,3.01459
2025-07-11,2.75,2.96235,2.99793,3.016
2025-07-10,2.75,2.98742,3.00623,3.0202
2025-07-09,2.77,2.99577,3.009,3.0216
2025-07-08,3.0,3.00345,3.01154,3.02289
2025-07-07,3.0,3.00345,3.01154,3.02289
2025-07-04,3.0,3.00345,3.01154,3.02289
2025-07-03,3.0,3.00345,3.01154,3.02289
2025-07-02,3.0,3.00345,3.01154,3.02289
2025-07-01,3.0,3.00345,3.01154,3.02289
2025-06-30,3.0,3.00345,3.01154,3.02289
2025-06-26,3.0,3.00353,3.01165,3.02301
2025-06-25,3.0,3.00358,3.01165,3.02307
2025-06-24,3.0,3.00358,3.01165,3.02313
2025-06-23,3.0,3.00357,3.01165,3.02318
2025-06-20,3.0,3.00356,3.01165,3.02324
2025-06-19,3.0,3.00358,3.01165,3.0234
2025-06-18,3.0,3.00358,3.01176,3.02346
2025-06-17,3.0,3.00358,3.01176,3.02352
2025-06-16,3.0,3.00357,3.01176,3.02357
2025-06-13,3.0,3.00356,3.01176,3.02363
2025-06-12,3.0,3.00358,3.01176,3.02363
2025-06-11,3.0,3.00358,3.01176,3.02363
2025-06-10,3.0,3.00357,3.01176,3.02363
2025-06-09,3.0,3.00356,3.01176,3.02363
2025-06-06,3.0,3.00353,3.01176,3.02363
2025-06-05,3.0,3.00356,3.01176,3.02363
2025-06-04,3.0,3.00356,3.01176,3.02363
2025-06-03,3.0,3.00388,3.01176,3.02363
2025-05-30,3.0,3.0042,3.01176,3.02363
2025-05-29,3.0,3.00512,3.01165,3.02352
2025-05-28,3.0,3.00512,3.01153,3.02351
2025-05-27,3.0,3.00512,3.01141,3.02351
2025-05-26,3.0,3.00512,3.01153,3.02351
2025-05-23,3.0,3.00511,3.01164,3.02351
2025-05-22,3.0,3.00512,3.01199,3.02352
2025-05-21,3.0,3.00512,3.0121,3.02351
2025-05-20,3.0,3.00512,3.0122,3.02351
2025-05-19,3.0,3.00512,3.0122,3.02351
2025-05-16,3.0,3.00511,3.0122,3.02351
2025-05-15,3.0,3.00512,3.01221,3.02352
2025-05-14,3.0,3.00512,3.01221,3.02351
2025-05-13,3.0,3.00512,3.0122,3.02351
2025-05-09,3.0,3.00512,3.0122,3.02351
2025-05-08,3.0,3.00514,3.01222,3.02352
2025-05-07,3.0,3.00514,3.01222,3.02352
2025-05-06,3.0,3.00514,3.01221,3.02352
2025-05-05,3.0,3.00514,3.01221,3.02352
2025-05-02,3.01,3.00513,3.01221,3.02352
2025-04-30,3.01,3.00414,3.01188,3.02335
2025-04-29,3.0,3.00358,3.01176,3.02336
2025-04-28,3.0,3.00356,3.01176,3.02336
2025-04-25,3.0,3.00353,3.01175,3.02336
2025-04-24,3.0,3.00355,3.01176,3.02336
2025-04-23,3.0,3.00355,3.01175,3.02336
2025-04-22,3.0,3.00355,3.01175,3.02336
2025-04-21,3.0,3.00354,3.01175,3.02336
2025-04-18,3.0,3.00353,3.01175,3.02336
2025-04-17,3.0,3.00387,3.01176,3.02336
2025-04-16,3.0,3.00387,3.01175,3.02336
2025-04-15,3.0,3.00387,3.01175,3.02336
2025-04-14,3.0,3.00386,3.01175,3.02336
2025-04-11,3.0,3.00384,3.01175,3.02341
2025-04-10,3.0,3.00387,3.01176,3.02341
2025-04-09,3.0,3.00387,3.01175,3.02341
2025-04-08,3.0,3.00387,3.01175,3.02341
2025-04-07,3.0,3.00386,3.01175,3.02341
2025-04-04,3.0,3.00384,3.01175,3.02341
2025-04-03,3.0,3.00387,3.01176,3.02341
2025-04-02,3.0,3.00387,3.01175,3.02341
2025-03-28,3.0,3.00387,3.01175,3.02341
2025-03-27,3.0,3.00357,3.01178,3.02342
2025-03-26,3.0,3.00393,3.01177,3.02347
2025-03-25,3.0,3.00429,3.01188,3.02353
2025-03-24,3.0,3.00465,3.01199,3.02358
2025-03-21,3.0,3.00501,3.0121,3.02358
2025-03-20,3.0,3.00608,3.01244,3.02359
2025-03-19,3.01,3.00608,3.01255,3.02358
2025-03-17,3.0,3.00572,3.01255,3.02353
2025-03-14,3.0,3.00573,3.01278,3.02353
2025-03-13,3.0,3.00573,3.0129,3.02353
2025-03-12,3.0,3.00573,3.01289,3.02352
2025-03-11,3.0,3.00573,3.01289,3.02352
2025-03-10,3.0,3.00573,3.01289,3.02352
2025-03-07,3.0,3.00572,3.01289,3.02352
2025-03-06,3.0,3.00572,3.0129,3.02353
2025-03-05,3.0,3.00572,3.01289,3.02352
2025-03-04,3.0,3.00572,3.01289,3.02352
2025-03-03,3.0,3.00572,3.01289,3.02352
2025-02-28,3.0,3.00572,3.01289,3.02352
2025-02-27,3.01,3.00584,3.0131,3.0241
2025-02-26,3.01,3.00551,3.01299,3.0241
2025-02-25,3.01,3.00519,3.01288,3.0241
2025-02-24,3.01,3.00486,3.01277,3.0241
2025-02-21,3.01,3.00452,3.01266,3.0241
2025-02-20,3.0,3.00357,3.01233,3.0241
2025-02-19,3.0,3.00357,3.01233,3.02415
2025-02-18,3.0,3.00357,3.01233,3.02415
2025-02-17,3.0,3.00357,3.01233,3.02415
2025-02-14,3.0,3.00355,3.01233,3.02415
2025-02-13,3.0,3.00357,3.01233,3.02415
2025-02-12,3.0,3.00357,3.01233,3.02415
2025-02-10,3.0,3.00357,3.01233,3.02415
2025-02-07,3.0,3.00356,3.01233,3.02415
2025-02-06,3.0,3.00358,3.01233,3.02416
2025-02-05,3.0,3.00358,3.01233,3.02416
2025-02-04,3.0,3.00358,3.01233,3.02416
2025-02-03,3.0,3.00357,3.01233,3.02416
2025-01-31,3.0,3.00356,3.01233,3.02415
2025-01-28,3.0,3.00357,3.01233,3.02416
2025-01-27,3.0,3.00359,3.01234,3.02416
2025-01-24,3.0,3.00357,3.01234,3.02416
2025-01-23,3.0,3.00456,3.01234,3.02416
2025-01-22,3.0,3.00488,3.01234,3.02416
2025-01-21,3.0,3.00521,3.01234,3.02416
2025-01-20,3.0,3.00552,3.01234,3.02416
2025-01-17,3.0,3.00583,3.01234,3.02416
2025-01-16,3.0,3.00682,3.01234,3.02416
2025-01-15,3.0,3.00715,3.01234,3.02416
2025-01-14,3.0,3.00715,3.01234,3.02416
2025-01-13,3.0,3.00714,3.01245,3.02416
2025-01-10,3.0,3.00712,3.01245,3.02416
2025-01-09,3.0,3.00715,3.01245,3.02416
2025-01-08,3.0,3.00715,3.01245,3.02416
2025-01-07,3.0,3.00715,3.01245,3.02416
2025-01-06,3.0,3.00714,3.01245,3.02416
2025-01-03,3.0,3.00712,3.01245,3.02416
2025-01-02,3.0,3.00715,3.01245,3.02416
2024-12-31,3.0,3.00715,3.01245,3.02416
2024-12-30,3.0,3.00715,3.01245,3.02416
2024-12-27,3.0,3.00714,3.01234,3.02404
2024-12-26,3.01,3.00715,3.01267,3.02404
2024-12-24,3.01,3.00681,3.01267,3.02399
2024-12-23,3.01,3.00615,3.01256,3.02399
2024-12-20,3.01,3.00581,3.01245,3.02399
2024-12-19,3.01,3.00482,3.01212,3.02404
2024-12-18,3.01,3.00448,3.01201,3.0241
2024-12-17,3.01,3.00415,3.0119,3.02415
2024-12-16,3.01,3.00381,3.01179,3.02415
2024-12-13,3.0,3.00347,3.01168,3.02415
2024-12-12,3.0,3.00348,3.01167,3.02437
2024-12-11,3.0,3.00348,3.01167,3.02443
2024-12-10,3.0,3.00348,3.01167,3.02448
2024-12-09,3.0,3.00348,3.01167,3.02454
2024-12-06,3.0,3.00347,3.01167,3.02454
2024-12-05,3.0,3.00348,3.01167,3.02454
2024-12-04,3.0,3.00348,3.01167,3.02454
2024-12-03,3.0,3.00348,3.01167,3.02454
2024-12-02,3.0,3.00348,3.01167,3.02454
2024-11-29,3.0,3.00347,3.01167,3.02454
2024-11-28,3.0,3.0036,3.01223,3.02465
2024-11-27,3.0,3.0036,3.01223,3.02465
2024-11-26,3.0,3.0036,3.01234,3.02465
2024-11-25,3.0,3.00359,3.01244,3.02465
2024-11-22,3.0,3.00357,3.01255,3.02465
2024-11-21,3.0,3.0036,3.01288,3.02465
2024-11-20,3.0,3.0036,3.01299,3.02465
2024-11-19,3.0,3.0036,3.0131,3.02465
2024-11-18,3.0,3.00359,3.0131,3.02465
2024-11-15,3.0,3.00357,3.0131,3.02464
2024-11-14,3.0,3.0036,3.0131,3.02465
2024-11-13,3.0,3.00392,3.0131,3.02465
2024-11-12,3.0,3.00392,3.0131,3.02465
2024-11-11,3.0,3.00391,3.0131,3.02465
2024-11-08,3.0,3.0039,3.0131,3.02464
2024-11-07,3.0,3.00392,3.0131,3.02465
2024-11-06,3.0,3.00392,3.0131,3.02465
2024-11-05,3.0,3.00392,3.0131,3.02465
2024-11-04,3.0,3.00391,3.0131,3.02465
2024-11-01,3.0,3.0039,3.0131,3.02464
2024-10-30,3.0,3.00392,3.0131,3.02465
2024-10-29,3.0,3.00381,3.0131,3.02453
2024-10-28,3.0,3.00415,3.0131,3.02453
2024-10-25,3.0,3.00447,3.0131,3.02453
2024-10-24,3.0,3.00548,3.0131,3.02453
2024-10-23,3.0,3.00548,3.0131,3.02453
2024-10-22,3.0,3.00548,3.0131,3.02453
2024-10-21,3.0,3.00548,3.0131,3.02453
2024-10-18,3.0,3.00548,3.0131,3.02453
2024-10-17,3.0,3.00548,3.0131,3.02453
2024-10-16,3.0,3.00548,3.0131,3.02453
2024-10-15,3.0,3.00548,3.0131,3.02453
2024-10-14,3.01,3.00548,3.0131,3.02453
2024-10-11,3.0,3.00513,3.013,3.02448
2024-10-10,3.0,3.00513,3.013,3.02448
2024-10-09,3.0,3.00513,3.013,3.02448
2024-10-08,3.0,3.00513,3.013,3.02447
2024-10-07,3.0,3.00513,3.013,3.02447
2024-10-04,3.0,3.00512,3.01299,3.02447
2024-10-03,3.0,3.00513,3.01299,3.02447
2024-10-02,3.0,3.00513,3.01299,3.02447
2024-10-01,3.0,3.00513,3.01299,3.02447
2024-09-30,3.0,3.00546,3.01299,3.02447
2024-09-27,3.01,3.00614,3.01299,3.02459
2024-09-26,3.01,3.00585,3.01266,3.02431
2024-09-25,3.01,3.00585,3.01255,3.02425
2024-09-24,3.0,3.00585,3.01244,3.0242
2024-09-23,3.0,3.00616,3.01266,3.0242
2024-09-20,3.0,3.00647,3.01277,3.0242
2024-09-19,3.0,3.00746,3.01321,3.0242
2024-09-18,3.0,3.00746,3.01342,3.0242
2024-09-17,3.0,3.00746,3.01364,3.0242
2024-09-13,3.0,3.00745,3.01375,3.0242
2024-09-12,3.0,3.00749,3.0143,3.0242
2024-09-11,3.0,3.00749,3.01441,3.0242
2024-09-10,3.0,3.00749,3.01452,3.0242
2024-09-09,3.0,3.00748,3.01463,3.0242
2024-09-06,3.0,3.00746,3.01463,3.0242
2024-09-05,3.0,3.00749,3.01463,3.0242
2024-09-04,3.0,3.00749,3.01463,3.0242
2024-09-03,3.0,3.00749,3.01463,3.02415
2024-09-02,3.0,3.00748,3.01463,3.02415
2024-08-30,3.01,3.00746,3.01463,3.02415
2024-08-29,3.01,3.00652,3.01429,3.02381
2024-08-28,3.0,3.00619,3.01418,3.02364
2024-08-27,3.01,3.00619,3.01418,3.02358
2024-08-26,3.01,3.00586,3.01407,3.02352
2024-08-23,3.01,3.00552,3.01396,3.02347
2024-08-22,3.01,3.00458,3.01364,3.0233
2024-08-21,3.01,3.00425,3.01353,3.02325
2024-08-20,3.01,3.00393,3.01341,3.02319
2024-08-19,3.0,3.0036,3.0133,3.02313
2024-08-16,3.0,3.00358,3.0133,3.02313
2024-08-15,3.0,3.00361,3.0133,3.02297
2024-08-14,3.0,3.00361,3.0133,3.02297
2024-08-13,3.0,3.00361,3.0133,3.02297
2024-08-12,3.0,3.0036,3.0133,3.02297
2024-08-09,3.0,3.00358,3.0133,3.02297
2024-08-08,3.0,3.00361,3.0133,3.02296
2024-08-07,3.0,3.00361,3.0133,3.02296
2024-08-06,3.0,3.0036,3.0133,3.02296
2024-08-05,3.0,3.00358,3.0133,3.02296
2024-08-02,3.0,3.00356,3.0133,3.02296
2024-08-01,3.0,3.00358,3.0133,3.02296
2024-07-31,3.0,3.00358,3.0133,3.02291
2024-07-30,3.0,3.00358,3.0133,3.02285
2024-07-29,3.0,3.00345,3.0132,3.02285
2024-07-26,3.0,3.00345,3.0132,3.02279
2024-07-25,3.0,3.00345,3.0132,3.02279
2024-07-24,3.0,3.00345,3.0132,3.02279
2024-07-23,3.0,3.00412,3.0132,3.02279
2024-07-22,3.0,3.00446,3.0132,3.02279
2024-07-19,3.0,3.00478,3.0132,3.02279
2024-07-18,3.0,3.00646,3.0132,3.02279
2024-07-17,3.0,3.00713,3.0132,3.02279
2024-07-16,3.0,3.00746,3.0132,3.02279
2024-07-15,3.0,3.00779,3.0132,3.02279
2024-07-12,3.0,3.00811,3.0132,3.02279
2024-07-11,3.0,3.00944,3.0132,3.02279
2024-07-10,3.0,3.00978,3.0132,3.02279
2024-07-09,3.0,3.01011,3.0132,3.02279
2024-07-05,3.0,3.01011,3.01319,3.02279
2024-07-04,3.0,3.01014,3.0132,3.0228
2024-07-03,3.0,3.01014,3.0132,3.0228
2024-07-02,3.0,3.01014,3.0132,3.0228
2024-07-01,3.0,3.01013,3.0132,3.0228
2024-06-28,3.0,3.01011,3.0132,3.0228
2024-06-27,3.0,3.01003,3.01319,3.02292
2024-06-26,3.0,3.01003,3.01308,3.02292
2024-06-25,3.0,3.01003,3.01308,3.02292
2024-06-24,3.02,3.01002,3.01308,3.02292
2024-06-21,3.01,3.00935,3.01286,3.0228
2024-06-20,3.02,3.0084,3.01253,3.02263
2024-06-19,3.02,3.00775,3.01231,3.02252
2024-06-18,3.02,3.00711,3.01209,3.02241
